"Site"	"n_mean"	"n_sd"	"L_mean"	"L_sd"	"C_mean"	"C_sd"	"Modularity_mean"	"Modularity_sd"	"Mean_trophic_level_mean"	"Mean_trophic_level_sd"	"Mean_Omnivory_Index_mean"	"Mean_Omnivory_Index_sd"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"
"73"	"4"	7.012	2.14486746827315	10.023	7.61185991801028	0.175892724388999	0.0504905337005851	0.13231753688048	0.133574284074637	1.55789878199997	0.272951444398169	0.169624419534292	0.0662084831945638	"Mes"	0.092529953	0.489908141	0.310008713	0.060420786	1831.83659	2	"beaucoup"	36.36	79.88	9.93	0.55	1	0	"Temporaire"	"Agricole"	NA	2638.77480071
"74"	"40"	15.776	3.22804031019506	52.79	23.8902625486754	0.202622464856853	0.0355406829195908	0.125474339853692	0.0654623831953022	2.23505521266613	0.213907933046788	0.231914544839658	0.0914166535321838	"Mes"	0.062835966	0.501599336	0.195574431	0.103393219	2497.328983	2	"beaucoup"	40.58	98.24	12.68	0.55	1	0	"Temporaire"	"Agricole"	NA	2247.03796012
"75"	"43"	23.917	3.43772147343686	120.72	38.3187150609715	0.206385663205326	0.0275728769937781	0.0976368845052281	0.0515584685687323	2.53949725232139	0.160525790776314	0.279506670176753	0.0878820222811618	"Mes"	0.006181293	0.387394047	0.171959087	0.360483967	1934.128216	2	"beaucoup"	36.52	70.98	15.38	0.6	0	0	"Permanent"	"Recreationnel"	NA	1659.19101317
"76"	"44"	31.933	3.59380389370739	214.387	52.2209177940723	0.207650660829771	0.0211495188713907	0.0670035110784182	0.0494697159406874	2.7192513749803	0.137700696346698	0.313433259125997	0.0863266833338231	"Briere"	0.097532439	0.595818268	0.112220236	0.099720366	1692.563192	1	"beaucoup"	39.38	98.61	8.53	0.8	0	0	"Temporaire"	"Agricole"	80	998.645216046
"77"	"45"	27.96	3.61240217160956	165.624	47.1736364506275	0.208354477222891	0.0252023461263053	0.0829930033891995	0.0516047515627087	2.64181882630196	0.155251222671159	0.300330868099715	0.0889734088594399	"Mes"	0.116037877	0.779571952	0.019469897	0.038006224	1287.038568	0	"intermediaire"	52.98	126.96	14.04	1.5	0	1	"Permanent"	"Agricole"	NA	1504.75586927
"78"	"46"	27.024	3.74345260921485	154.113	46.8751694664938	0.206835188718347	0.0247128469826359	0.0886175830894085	0.0500729589843582	2.61917634905417	0.156467821145744	0.295391856127623	0.0899532361510121	"Mes"	0.164305164	0.570515917	0.077634522	0.117176654	1867.143049	3	"beaucoup"	47.64	151.6	10.85	1.15	0	0	"Permanent"	"Agricole"	NA	1613.79553526
"79"	"47"	39.55	3.69637162135562	328.95	65.5165927374427	0.20844547089145	0.0164812321576791	0.0426666942331325	0.0432122984304029	2.85104550580303	0.120269126840359	0.348676651149726	0.0778662831494952	"Mes"	0.107896424	0.489756675	0.149044149	0.16448798	2299.404655	9	"peu"	141.13	1267.24	25.21	3.583260922	1	1	"Permanent"	"Recreationnel"	NA	1458.19720845
"80"	"48"	30.417	3.58133172673755	196.612	50.0777719076961	0.209675976688097	0.0226534848424223	0.0737266791184309	0.0482035050429203	2.70568389892311	0.146371354996049	0.317989254353014	0.0931048496141559	"Mes"	0.119831247	0.58450692	0.1191825	0.087960801	2266.087036	6	"beaucoup"	52.57	165.59	13.13	1	0	0	"Permanent"	"Agricole"	NA	1383.70719645
"81"	"49"	28.434	3.67765810933659	169.904	47.0947842409614	0.206801665844819	0.0235649056751184	0.0832840843859206	0.0493415669472656	2.65371677891748	0.154509599310646	0.304600496892638	0.0928847854891807	"Mes"	0.05575988	0.339743097	0.265239848	0.196448932	2104.969508	9	"peu"	44.82	113.85	34.02	5.697549495	1	0	"Permanent"	"Agricole"	NA	1417.79655435
"82"	"5"	9.23	2.63135402863697	18.024	11.7111303713422	0.190059408878868	0.0465380805894709	0.151556696772791	0.112780941979665	1.78829718815224	0.27812900045752	0.190308431750204	0.0814892894899709	"Mes"	0.017883039	0.302041602	0.360782171	0.260547017	899.3700041	0	"peu"	58.13	197.25	20.97	1.1	1	1	"Permanent"	"Recreationnel"	NA	2597.59890585
"83"	"50"	29.978	3.59115753099365	189.501	48.4833025858349	0.208105494699723	0.0218428386256955	0.0774382819185795	0.0485479127983347	2.69109045050118	0.143352637459364	0.312518475817469	0.0905753917236266	"Mes"	0.01671099	0.295789566	0.310515821	0.254551349	1823.702148	8	"peu"	55.94	205.49	26.57	1.3	0	1	"Permanent"	"Recreationnel"	NA	1476.20471184
"84"	"51"	34.502	3.56576930138655	249.069	56.7450459444632	0.206959932185508	0.0201849852983193	0.0600710474523052	0.0482437453923777	2.77602445265283	0.135185127753818	0.332231025020763	0.0861976845023824	"Mes"	0.111113886	0.428607238	0.330418122	0.041454212	1932.876678	1	"peu"	72.49	242.85	13.59	0.75	0	1	"Permanent"	"Recreationnel"	100	1082.55662522
"85"	"52"	26.745	3.57473827765807	149.984	43.9308965042562	0.205831070471881	0.0246137779430606	0.0882685031835869	0.0519305410541885	2.61453366118037	0.158832770721199	0.294381468982003	0.0917616084676136	"Mes"	0.064351325	0.354559689	0.281657616	0.142964893	2384.494517	9	"peu"	31.19	58.34	18	0.6	0	0	"Temporaire"	"Agricole"	NA	1358.97922352
"86"	"53"	32.314	3.6208444477103	219.114	53.191431004743	0.207379171593654	0.0220811284085487	0.0668505715984184	0.0473948936050589	2.72993801234766	0.134282737401555	0.319273130383493	0.082126634678372	"Mes"	0.020510329	0.268215824	0.347111896	0.228160838	1927.557859	9	"beaucoup"	78.19	316.16	11.65	2.290107947	0	0	"Permanent"	"Recreationnel"	NA	1428.72544167
"87"	"54"	29.521	3.59227831096972	183.373	48.5159320910839	0.207320012189623	0.0231125844811168	0.0794460200289979	0.0490300814337079	2.67923984394531	0.149783916154205	0.309587355410242	0.0904405857096178	"Mes"	0.088139313	0.196972222	0.449751387	0.103380649	2193.17274	8	"peu"	51.99	115.49	8.53	0.55	1	0	"Temporaire"	"Recreationnel"	NA	1310.50162205
"88"	"55"	29.874	3.58622154711404	187.208	48.3508483952509	0.20673295010621	0.0222665154476799	0.0802239948588419	0.0486693529825738	2.6862075489979	0.154000106778036	0.310923074119484	0.0939484686886272	"Mes"	0.084877782	0.251826516	0.393116254	0.11646471	2334.67048	9	"peu"	48.75	122.13	18.86	0.75	0	1	"Permanent"	"Recreationnel"	NA	1289.64705648
"89"	"56"	30.108	3.63587067365653	190.676	51.2923574222313	0.206944175244911	0.0228329900048692	0.0729407006807912	0.0495188882454604	2.6900872255926	0.153929354014231	0.311236654850572	0.0942136671787156	"Briere"	0.09127056	0.509010589	0.125233646	0.176536099	1384.015288	1	"beaucoup"	34.18	68.5	18	1.15	0	0	"Temporaire"	"Agricole"	0	1069.10047091
"90"	"57"	23.405	3.49445077031945	115.549	37.7787351804138	0.206102281706722	0.0281243665368323	0.101007829349737	0.0522599952755865	2.52613350246967	0.172452317001539	0.280852646436354	0.0927292706321738	"Mes"	0.077692708	0.654164266	0.149788681	0.054658416	1568.065414	1	"beaucoup"	35.64	79.16	16.04	0.8	0	0	"Temporaire"	"Agricole"	NA	1716.36259028
"91"	"58"	32.83	3.73886066590868	227.202	57.2783030474891	0.207781315441073	0.020936855978365	0.0652984303769363	0.0493965872479578	2.74079436573265	0.142760764755163	0.321117527071849	0.0867424395551919	"Mes"	0.001054333	0.301622116	0.546689771	0.051774008	1148.705841	5	"peu"	51.24	376.94	26.28	0.75	0	1	"Permanent"	"Agricole"	NA	1454.30202897
"92"	"59"	33.714	3.67337687934381	239.032	57.1208873510537	0.207666582951966	0.020113956802416	0.0610517453469656	0.0469922569153314	2.7545394569079	0.138790102461198	0.323327517968052	0.0849663201116296	"Mes"	0.166218033	0.059907839	0.464181188	0.102714284	1938.138123	8	"peu"	79.21	222.36	21.8	1.35	0	1	"Permanent"	"Agricole"	NA	1149.27091896
"93"	"6"	15.223	3.25266826633932	49.414	22.9604831784479	0.203100975411137	0.0361881489382213	0.126360654274558	0.0673341741376273	2.20777095424164	0.217687098787299	0.231163322075107	0.08690682209075	"Mes"	0.058426737	0.573422984	0.183293092	0.087877229	1319.459324	2	"peu"	73.6	349.26	10.62	1.367680847	1	1	"Permanent"	"Recreationnel"	NA	2423.54399684
"94"	"60"	27.452	3.60370402262487	158.84	45.0151837357882	0.207102250936449	0.0245812227523345	0.0859367682809476	0.0511266085350337	2.63399945372288	0.160298383756829	0.299837558052944	0.0934136182322681	"Mes"	0.12280649	0.127804598	0.455882422	0.10390656	1927.645657	1	"beaucoup"	29.67	55.4	19.93	0.65	1	1	"Permanent"	"Recreationnel"	NA	1281.22630305
"95"	"61"	29.433	3.55980100331229	182.089	47.6864454124658	0.207127038518058	0.0226022531821132	0.0814357322848142	0.0489730657489843	2.67739962892852	0.153365333591633	0.308840645649061	0.092522876462028	"Briere"	0.245805073	0.049493799	0.49099538	0.046953768	1394.1918	3	"beaucoup"	33.24	57.44	25.41	0.9	0	0	NA	"Agricole"	NA	1066.5188458
"96"	"62"	33.105	3.58871200486384	229.897	54.5034955027842	0.207342882929184	0.0211437837834369	0.0660227135177321	0.04921120171754	2.74908543110572	0.141681755389925	0.323638159702285	0.0880742597446439	"Mes"	0.111450736	0.277591237	0.244549809	0.07606782	880.3712442	2	"beaucoup"	45.27	137.37	11.77	0.45	0	0	"Temporaire"	"Recreationnel"	NA	989.919038608
"97"	"63"	40.266	3.55582450184031	340.13	65.0423831944342	0.208195653778053	0.0167620445145174	0.0375216297875517	0.0406374386619646	2.86537152576225	0.11942365380876	0.357246334350825	0.0803329475093991	"Briere"	0.046492563	0.093410323	0.206670546	0.333700468	391.0069362	2	"beaucoup"	95.76	415.77	24.7	4.048348737	1	0	"Permanent"	"Recreationnel"	NA	689.875676966
"98"	"64"	40.928	3.45119207328812	350.105	64.7104583388065	0.207527341594304	0.0163502321087806	0.0383033964844974	0.0418003470458843	2.87006659279801	0.116498416053207	0.355707284648247	0.0781218531213191	"Briere"	0.108928147	0.654614124	0.157383402	0.060839796	357.1277544	2	"beaucoup"	99.75	651.13	23.99	1.8	0	0	"Permanent"	"Agricole"	80	862.568951022
"99"	"65"	40.607	3.40619335228539	345.015	63.1785272169374	0.207847305176778	0.0171212343285592	0.0396701971073263	0.0410985767487565	2.8706123492236	0.116544363093847	0.356187307896832	0.076722453407267	"Briere"	0.092222671	0.680043191	0.133506437	0.06930601	624.3659902	2	"peu"	99.23	601.05	14.84	0.75	1	1	"Permanent"	"Agricole"	5	872.129513963
"100"	"66"	39.582	3.31998468344333	328.18	60.1326994366754	0.208050308372711	0.0170203260942327	0.0405636558727931	0.0422536070592225	2.85040768282771	0.114468957258479	0.350057927224525	0.0779980292368492	"Briere"	0.256305103	0.023590853	0.42061542	0.018524989	1336.02735	4	"peu"	43.78	143.93	18.86	1.15	0	0	"Permanent"	"Agricole"	30	68.7247155918
"101"	"67"	33.312	3.5798703148957	232.872	55.2457573910405	0.207266391321632	0.0209819196364373	0.0643479642595601	0.0478065276215711	2.74983203132915	0.134306252287447	0.322968344021349	0.0838324462152985	"Briere"	0.184877581	0.535355444	0.167156144	0.027803569	1613.085957	4	"beaucoup"	39.39	98.9	9.23	0.25	0	0	"Temporaire"	"Agricole"	40	831.323307902
"102"	"68"	44.086	3.35825577969902	405.556	67.4755794181704	0.207445515350599	0.0138392703394209	0.0264638061908478	0.0336129809032589	2.89700283897369	0.10080688383522	0.357799434224287	0.0659056395240049	"Briere"	0.365805938	0.175989475	0.298873043	0.057967679	1137.786066	2	"peu"	129.76	1001.72	18.43	1.3	1	0	"Permanent"	"Agricole"	100	779.174654327
"103"	"69"	36.081	3.50524260582998	272.993	57.8898625597538	0.20770488949249	0.0190115804635395	0.053467230928508	0.0466063857385945	2.79534455497939	0.130137105348628	0.335969339137481	0.0857405634812302	"Briere"	0.209453338	0.495323634	0.085495928	0.09332468	450.9158795	6	"intermediaire"	58.52	166.2	27.7	2.315680747	1	0	"Permanent"	"Agricole"	60	706.53743438
"104"	"70"	41.698	3.50100743401854	364.999	67.0021812427871	0.208307452066997	0.0153802077593736	0.0368037985758014	0.0411542066051451	2.88332299275772	0.112090799455474	0.359768636137932	0.0743046581074225	"Briere"	0.186323847	0.429941053	0.252325948	0.043281661	1330.979962	3	"intermediaire"	92.04	525.49	30.11	0.95	1	0	"Permanent"	"Recreationnel"	75	623.03914887
"105"	"71"	36.342	3.44396528683099	276.38	57.1903867825733	0.207448709423371	0.0189284860695761	0.0552311669330816	0.047153355589698	2.8030854986345	0.129796243589222	0.337240368608611	0.0849806815641024	"Briere"	0.086051652	0.426560161	0.37998011	0.057582193	1096.159797	3	"peu"	45.88	134.96	21.8	1.542572014	0	0	"Permanent"	"Agricole"	40	598.242503718
"106"	"72"	40.818	3.47144450149026	347.882	65.0556709005166	0.207267759863364	0.0161606007002097	0.0367561624672497	0.0398049626151653	2.86150713779381	0.113787550845634	0.347032293679363	0.0751496420093173	"Briere"	0.27208083	0.374902782	0.200451572	0.054722762	1272.196461	3	"peu"	106.42	459.57	26.76	2.045225883	1	0	"Permanent"	"Recreationnel"	90	640.096432208
"107"	"73"	37.342	3.50189938451968	293.553	59.7635580757528	0.208704042285121	0.0182255810142305	0.0484534215367004	0.0445574667597524	2.82071622192536	0.127904030696728	0.342878682142231	0.0815227276705899	"Briere"	0.27736389	0.016709398	0.507062367	0.158349085	949.9457547	3	"beaucoup"	46.67	143.11	16.26	0.7	1	0	"Temporaire"	"Agricole"	100	409.268825104
"108"	"74"	48.657	3.10596168649872	495.885	69.8087031109304	0.208541991163886	0.0122018636661047	0.0156696037216194	0.0255002758139568	2.96122292379182	0.0901641851646248	0.37922477364747	0.0615664402190788	"Briere"	0.065035885	0.013683414	0.768453375	0.079598593	1915.139217	3	"peu"	145.19	1355.53	11.77	2.285683919	1	1	"Permanent"	"Agricole"	65	217.867174537
"109"	"75"	47.337	3.27752546491605	467.447	69.4447100847772	0.20764391493165	0.0128507003286101	0.0185886638274607	0.0292032682002354	2.94619390762862	0.0980942903871004	0.376586191801041	0.0672564496172652	"Briere"	0.333582354	0.04847933	0.478522668	0.055326452	1405.388626	5	"peu"	139.08	1048.63	21.6	1.912295474	1	1	"Permanent"	"Agricole"	70	251.496785956
"110"	"75bis"	46.357	3.16631908950702	449.18	66.7293219087561	0.208092763071372	0.0139170882298769	0.0217135759556425	0.0305234207883742	2.93571938426984	0.096330032628337	0.374313330295146	0.0659598346367127	"Briere"	0.172285763	0.2773553	0.295534565	0.091841002	1557.169249	4	"peu"	134.39	1051	18.22	0.65	1	1	"Permanent"	"Recreationnel"	90	442.254532984
"111"	"76"	37.612	3.62471993326306	295.126	61.1137710914407	0.206839615659466	0.0181734148057104	0.0465106310492717	0.0442266805119052	2.81078587566982	0.122123729743585	0.336039131195613	0.0790036023314298	"Briere"	0.109841585	0.60109848	0.197590167	0.024560596	1966.765781	2	"peu"	76.83	280.17	17.03	0.8	1	0	"Permanent"	"Agricole"	0	806.153974389
"112"	"762"	16.366	3.3671028171681	57.182	25.6044227129311	0.203682234927736	0.0359714815864779	0.120739774132263	0.0613191183020136	2.26087898347314	0.207070342393952	0.23022164424696	0.0859193563129366	"Mes"	0.073990031	0.269921688	0.443371968	0.112811374	1846.698895	3	"peu"	98.32	278.69	28.15	2.026393917	0	1	"Permanent"	"Recreationnel"	NA	2357.08515805
"113"	"77"	35.506	3.53984385171076	263.456	56.8327196430192	0.206983151466043	0.0191333177608856	0.0565123955494413	0.047365222531621	2.78736546848004	0.127967740871898	0.334229753701718	0.0826170790225963	"Briere"	0.140091752	0.203584484	0.27489594	0.140066359	504.4187502	1	"beaucoup"	66.67	274.56	12.34	0.85	0	1	"Permanent"	"Recreationnel"	NA	1032.13061639
"114"	"79bis"	40.04	3.39469054906687	336.733	63.4076039228359	0.208440591679677	0.0172060707925659	0.0387870420715359	0.0420783529369964	2.85622039803108	0.117792203284973	0.351613816302165	0.0769697987541021	"Briere"	0.003738837	0.15181891	0.461404261	0.259174342	1271.498956	3	"peu"	58.14	241.3	20.14	0.9	1	1	"Permanent"	"Recreationnel"	NA	342.140490062
"115"	"806"	22.042	3.64630381777651	103.291	36.9162447728385	0.206661293303183	0.029175982234132	0.106343770982117	0.0542128398677725	2.48785372344056	0.175862603948144	0.273050602762349	0.0913460846863122	"Mes"	0.086959741	0.229148642	0.434554247	0.06018541	1906.011121	5	"peu"	256.26	1636.48	23.63	2.703765795	1	1	"Permanent"	"Agricole"	NA	2418.41178646
"116"	"81"	32.845	3.38207235484598	228.135	52.4219308480128	0.209041727138591	0.0207755059579467	0.0650331044482188	0.0472787266734059	2.7428557591998	0.139458984872407	0.324492443055631	0.0868129357605414	"Briere"	0.347441047	0.193805869	0.090786886	0.018788198	950.0261491	1	"intermediaire"	14.93	12.54	18	0.9	0	0	"Temporaire"	"Agricole"	NA	9.60887336334
"117"	"812"	24.377	3.8261613283434	125.857	42.0123027765033	0.20645504806696	0.0264356560362575	0.095704969404526	0.0518100033746403	2.54866858163059	0.168269794211842	0.279962120288022	0.0874974715465839	"Mes"	0.084090956	0.375587993	0.311683609	0.149141474	2267.879275	4	"peu"	121.26	873.96	21.18	0.9	1	1	"Permanent"	"Recreationnel"	NA	2215.05179412
"118"	"83"	31.948	3.25390286946059	213.355	48.916232201313	0.206639376294022	0.0208237671356537	0.067686045162641	0.0476112345704931	2.72532144387317	0.13947048168656	0.317796800026301	0.0867160962843022	"Briere"	0.058567186	0.28918404	0.523306551	0.04219789	1394.047711	2	"peu"	17.07	18.12	24.23	0.45	0	0	"Temporaire"	"Agricole"	NA	276.580599236
"119"	"853"	37.025	3.79536293123329	287.486	62.8920600331649	0.207610731184208	0.0187582583462175	0.0508055675901555	0.0457196649046341	2.81107054168692	0.124328801847484	0.337696157364489	0.0789504258265881	"Mes"	0.147773118	0.282442276	0.255221945	0.058213749	2324.623483	1	"peu"	424.98	8950.53	11.31	5.634338122	1	1	"Permanent"	"Recreationnel"	NA	2388.85970597
"120"	"85bis"	34.833	3.59722824561509	254.699	57.3078929432377	0.20773629991946	0.0205107655031917	0.0583067026990448	0.0480032698655145	2.77484325857758	0.130950622215735	0.330506367430929	0.0828673330160232	"Briere"	0.010556627	0.295649067	0.598225378	0.034194592	1829.381995	6	"peu"	32.37	74.86	29.9	1.8	0	0	"Temporaire"	"Agricole"	75	504.376874648
"121"	"86"	35.939	3.49277518292811	271.382	57.436443317993	0.208133127714534	0.018493717988981	0.0536326282544604	0.0455982535544213	2.79793410217847	0.127283118612931	0.336595038344748	0.0842439195452655	"Briere"	0.00072128	0.235219155	0.686307481	0.015696458	1629.981656	5	"peu"	34.83	83.58	25.99	1.15	1	0	"Permanent"	"Agricole"	40	374.855225811
"122"	"87"	36.321	3.34681343372471	275.629	56.4996067646897	0.207153977984275	0.0190227063738662	0.0543425240466007	0.0467473813032274	2.79426450181262	0.12154080143521	0.331339391684023	0.0761014971708211	"Briere"	0.000718805	0.47583418	0.450924592	0.011780433	1903.021446	5	"beaucoup"	37	104.71	17.35	0.5	0	0	"Permanent"	"Agricole"	60	430.584938014
"123"	"88"	38.082	3.43381232263312	304.165	60.8599515996251	0.20798410912237	0.0183966595775504	0.0467910465089317	0.0447748083242103	2.82845378303905	0.123699333766799	0.344104164458932	0.0817483095710204	"Briere"	0.000708353	0.261182142	0.649627384	0.016075413	2112.204016	5	"peu"	46.63	145.76	17.14	0.95	1	0	"Permanent"	"Agricole"	25	308.16792476
"124"	"888"	43.998	3.42282218523132	404.954	67.2826191139646	0.208023856408045	0.0143578138491809	0.0276525284803393	0.0342332539560554	2.9118021509565	0.100985586973739	0.367113026473512	0.0683411616360832	"Briere"	0.093893884	0.02357435	0.357743698	0.244082479	592.9229753	3	"peu"	118.31	780.08	16.92	1.35	1	1	"Permanent"	"Recreationnel"	NA	580.928989294
"125"	"89"	36.8	3.44672016268798	282.435	57.1659489619539	0.206767242796311	0.0181828289943122	0.0510229898613196	0.0460422861178905	2.80557585515616	0.12788951113693	0.335252323978418	0.0832488485533329	"Briere"	0.000720357	0.148857641	0.764672563	0.01599859	1949.982835	5	"peu"	35.66	90.45	12	0.2	1	0	"Permanent"	"Agricole"	20	277.566033583
"126"	"893"	37.436	3.56884303950743	292.992	62.456150271264	0.207009476021577	0.0185794688107943	0.0517665774864178	0.0455790064829191	2.81878406793197	0.12464253113638	0.341786086639886	0.0817708705984849	"Mes"	0.074244168	0.102154161	0.628800425	0.090070281	2082.50168	1	"peu"	132.83	902.4	29.72	1.6	0	1	"Permanent"	"Recreationnel"	NA	1463.70561146
"127"	"893bis"	29.729	3.63576371313893	185.932	49.6430237375384	0.207150024656638	0.0226580037298492	0.0773243196160247	0.0495215255473166	2.67464434016382	0.142636486079693	0.304398523041651	0.0854685347599786	"Mes"	0.141197219	0.001355462	0.718635794	0.081048503	1418.229552	3	"peu"	51.9	199.85	16.26	0.45	0	0	"Temporaire"	"Agricole"	NA	1485.28938983
"128"	"894"	28.722	3.48781892891258	173.157	45.7345164727583	0.206810922711784	0.022975204997035	0.0849834336548433	0.0505968181261213	2.66050693515904	0.152549635741586	0.305408432949631	0.0903743566521502	"Mes"	0.119235408	0.3854125	0.082371318	0.202317977	988.4921973	1	"beaucoup"	34.94	52.68	29.36	1.5	0	0	"Permanent"	"Agricole"	NA	1130.09821044
"129"	"90"	38.607	3.42641084683248	310.279	60.8383798885824	0.206496266833362	0.0177089618253163	0.0448887096462339	0.0432892856785896	2.83749505224246	0.116752116982725	0.344269534477111	0.0776464285183079	"Briere"	0.000704976	0.207482935	0.705586992	0.015988943	2034.691	1	"peu"	57.83	153.32	18.86	0.6	1	0	"Permanent"	"Agricole"	80	279.388396263
"130"	"91"	39.107	3.36821850477309	319.092	61.774862765284	0.206936901670296	0.0177271974641772	0.0427881773290935	0.0423111768076075	2.84421913733588	0.120563957409472	0.347236162396264	0.0764144435737926	"Briere"	0.022074843	0.004061163	0.872694645	0.008663532	1294.158946	1	"beaucoup"	45.98	137.86	18.43	1	1	0	"Permanent"	"Agricole"	50	86.3290051751
"131"	"92"	59.657	1.77665627162586	741.218	46.8592174738574	0.20810065059863	0.0054991301530585	0.00352337415872097	0.00397048826570373	3.05794637360814	0.0429501514772509	0.411305793523689	0.0300935616204728	"Briere"	0.058401759	0.048990201	0.562581169	0.014214052	1719.612647	1	"beaucoup"	297.19	6188.41	14.93	0.85	1	1	"Permanent"	"Agricole"	0	0
"132"	"93"	38.059	3.36613277365137	303.412	58.8210521171814	0.207857639929585	0.0178067683145424	0.047860617101126	0.0457812363377461	2.83039908645536	0.117941970201914	0.345071923825402	0.0785132694914502	"Briere"	0.215280123	0.461896409	0.209587563	0.026105748	1467.771296	2	"beaucoup"	47.97	152.65	16.7	0.35	0	0	"Temporaire"	"Recreationnel"	100	346.043835588
"133"	"932"	55.695	2.37225685847941	647.169	60.6696402185166	0.20822638931389	0.0080116531956618	0.00553652909432608	0.00754998388597449	3.02505630546491	0.0635165179303932	0.399217245981643	0.0447724615061423	"Briere"	0.272131282	0.009519976	0.239911896	0.147983666	986.581617	0	"peu"	339.99	3585.94	14.93	2.21580354	1	1	"Permanent"	"Agricole"	NA	0
"134"	"937"	41.434	3.26807654811272	360.177	62.721636415791	0.208532819985842	0.0158404726202343	0.0342401691751939	0.0392770288116292	2.87601978991869	0.112599836064337	0.355434319746708	0.0754503506021265	"Briere"	0.236290882	0.234993774	0.332794981	0	654.2873646	1	"peu"	64.76	225.82	23.93	0.65	1	0	"Permanent"	"Agricole"	50	22.630050957
"135"	"94"	40.695	3.41872237285549	345.418	64.7770896795105	0.206987200785966	0.0169608986625778	0.0376833974920317	0.0414523223719067	2.8613433346524	0.117829118649087	0.350311481886504	0.077753632002417	"Briere"	0.372553028	0.384760404	0.138348028	0.024091544	934.1560809	3	"beaucoup"	78.44	300.48	19.61	1.3	1	0	"Permanent"	"Agricole"	10	359.648936711
"136"	"949"	37.628	3.66511241970135	297.912	63.2653519768978	0.2083103265538	0.0179107553302266	0.0467300477079081	0.043675089662358	2.82166508323246	0.124865198961172	0.343555236340236	0.0806071978109495	"Briere"	0.10410888	0.050097196	0.368734576	0.191960331	754.2083518	1	"beaucoup"	51.75	208.06	18.86	0.5	1	0	"Temporaire"	"Recreationnel"	NA	606.735705351
"137"	"95"	48.122	3.11204125949525	483.756	67.6016749086178	0.208064303959571	0.0124996044786349	0.0179381955014757	0.0278036495358614	2.95815730438558	0.0954681345791802	0.380540521015256	0.0646868218962049	"Briere"	0.123340581	0.00660461	0.773402817	0.035274868	2157.120423	2	"intermediaire"	179.4	1391.17	12.91	0.6	1	1	"Permanent"	"Agricole"	70	416.970927164
"138"	"954"	41.765	3.23051253073119	365.073	63.8595781125801	0.207914118591644	0.0157093280988148	0.0333594059331134	0.0380402719105901	2.86822583556923	0.109445338803593	0.349268341675943	0.0728874371268427	"Briere"	0.343487541	0.159603807	0.263450969	0.065406172	1231.646184	0	"beaucoup"	77.69	430.94	18	4.277205457	0	0	"Permanent"	"Recreationnel"	NA	445.999191732
"139"	"96"	38.079	3.28017050144021	303.633	58.5049325966464	0.207856878341974	0.0177921171763306	0.04902025860888	0.0445456324259004	2.83030498178375	0.120940353695123	0.344370854809243	0.0808007102216727	"Briere"	0.237114839	0.115402089	0.461395887	0.143733524	1306.797373	2	"beaucoup"	47.04	142.75	25.8	0.7	0	0	"Temporaire"	"Recreationnel"	80	356.46049002
"140"	"960"	46.029	3.31800665583542	443.378	68.6865704556645	0.208254301927433	0.0134894215580112	0.0219995675088701	0.0313170889311847	2.93240405606319	0.100707009763002	0.37316733596849	0.0673109417464227	"Briere"	0.410949313	0.178375252	0.292896227	0.068810895	865.220131	1	"intermediaire"	132.83	1186.87	22.62	2.186283424	0	1	"Permanent"	"Recreationnel"	90	595.509890258
"141"	"961"	31.674	3.5477190292229	211.588	51.8183886414987	0.208197166395276	0.0215737186721396	0.0688058772320109	0.0494452004159384	2.71987818334061	0.133606447192232	0.317106246343586	0.0838207790062739	"Mes"	0.111804128	0.029144684	0.471887143	0.200723801	719.4667761	3	"intermediaire"	86.82	526.39	13.22	1.2	1	0	"Temporaire"	"Recreationnel"	NA	1681.78859597
"142"	"97"	39.525	3.46256615306688	327.197	63.3327026284385	0.207811650965247	0.0172842312598494	0.0402010870124249	0.0429496192167079	2.84910034079831	0.123234798948972	0.347881696420123	0.0783867234627949	"Briere"	0.311052625	0.128971094	0.380252558	0.136727979	1098.327226	2	"intermediaire"	60.37	222.51	26.85	0.9	0	0	"Temporaire"	"Recreationnel"	70	360.651348801
"143"	"98"	37.055	3.43128966261211	287.848	58.3372447937862	0.20784129469298	0.0181000504703911	0.0488025109518068	0.0462039538528956	2.80587596502089	0.121908271585876	0.336761610332706	0.0794006054686839	"Briere"	0.495879582	0.047141501	0.284535776	0.084156379	1004.017934	2	"beaucoup"	44.68	130.85	14.71	0.4	0	0	"Permanent"	"Recreationnel"	100	435.98313607
"144"	"99"	36.69	3.50773491076566	282.892	57.941449304859	0.208359250473911	0.0178384767284931	0.0507173297864446	0.0452195350424286	2.81446516027246	0.127493762945072	0.341801517277705	0.0839412004836156	"Briere"	0.605667762	0.147992657	0.163585346	0.01717291	467.096376	2	"beaucoup"	47.93	87.23	14.93	0.75	1	0	"Permanent"	"Agricole"	95	245.927848945
