"Site"	"n"	"L"	"C"	"Modularity"	"Mean_trophic_level"	"Mean_Omnivory_Index"	"Richesse_spe"	"Links_per_species"	"indegree"	"outdegree"	"Percentage_basal"	"Percentage_top"	"Percentage_intermediate"	"Omnivory"	"S_Top"	"S_intermediate"	"S_Basal"	"Distance"	"NEAR_FC"	"Perimetre"	"Surface"	"centroide_x"	"centroide_y"	"Acilius spp."	"Aeshnidae"	"Anguille"	"Anisoptere"	"Asellus aquaticus"	"Bivalve"	"Breme spp."	"Brochet"	"Carassin"	"Carpe"	"Chironomide"	"Colymbetes spp."	"Corises"	"Crapaud commun"	"Crevette spp."	"Culicidae"	"Cybister spp."	"Dytique"	"Dytiscus spp."	"Ecrevisse de Louisiane"	"Ephemere"	"Epinoche"	"Epinochette"	"Gambusie"	"Gammare spp."	"Gardon"	"Gasteropode spp."	"Gerridae"	"Glossiphonie"	"Graphoderus spp."	"Grenouille agile"	"Grenouille verte"	"Gyrinidae"	"Hirudinea"	"Hydrochara spp."	"Hydrometridae"	"Hydrophilidae"	"Hygrobia hermanni"	"Libellulidae"	"Limnee"	"Naucoridae"	"Nepidae"	"Notonecta glauca"	"Pelodyte ponctue"	"Perche-soleil"	"Perche franche"	"Physe"	"Poisson-chat"	"Potamogyrus spp."	"Rainette verte"	"Ranatre"	"Rotengle"	"Salamandre tachetee"	"Tanche"	"Trichoptere"	"Triton marbre"	"Triton palme"	"Zygoptere"	"Phytoplankton"	"Zooplankton"	"Detritus"	"Macrophyte"
"32"	"120"	7	15	0.306122448979592	0	1.78021978021978	0.40002113271344	7	2.14285714285714	2.14285714285714	2.14285714285714	0.285714285714286	0	0.571428571428571	0.285714285714286	0	4	2	23.5549864077	"Briere_Marais"	12.8737389703	9.58077304884	300612.412315	6711111.32904	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"33"	"1203"	15	93	0.413333333333333	0.0984237192719083	2.75614931812365	0.622809029012242	15	6.2	6.2	6.2	0.2	0	0.8	0.666666666666667	0	12	3	42.8237750817	"Briere_Marais"	83.6217715647	118.24626469	298744.984786	6710419.14253	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"
"34"	"120bis"	8	22	0.34375	0	2.05769230769231	0.490440088757396	8	2.75	2.75	2.75	0.25	0	0.625	0.5	0	5	2	28.3372066841	"Briere_Marais"	26.7296884956	41.5626341522	300605.534153	6711119.89995	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"35"	"121"	8	23	0.359375	0	2.125	0.520486111111111	8	2.875	2.875	2.875	0.25	0	0.625	0.5	0	5	2	18.047843799	"Briere_Marais"	87.0331479198	155.061480363	300600.996648	6711133.05973	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"36"	"122"	9	33	0.407407407407407	0	2.50326797385621	0.665144816096373	9	3.66666666666667	3.66666666666667	3.66666666666667	0.222222222222222	0	0.666666666666667	0.555555555555556	0	6	2	27.7512937314	"Briere_Marais"	24.4900475675	39.150209322	300603.555423	6711145.99181	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"37"	"122bis"	8	23	0.359375	0	2.125	0.520486111111111	8	2.875	2.875	2.875	0.25	0	0.625	0.5	0	5	2	17.7211763309	"Briere_Marais"	35.6303957358	84.9582006701	300599.714237	6711154.44986	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"38"	"123"	5	5	0.2	0.48	1.23333333333333	0.206481481481482	5	1	1	1	0.6	0.4	0	0	2	0	3	627.369908078	"Briere_Marais"	77.3823880462	393.357378742	297698.703965	6709567.18963	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"39"	"125"	5	4	0.16	0	1.25	0.28125	5	0.8	0.8	0.8	0.2	0.2	0.2	0	1	1	1	923.469212346	"Briere_Marais"	11.6321406843	7.29596789195	297399.438102	6709769.74525	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"40"	"126"	6	8	0.222222222222222	0.21875	1.48148148148148	0.222822359396433	6	1.33333333333333	1.33333333333333	1.33333333333333	0.5	0.166666666666667	0.333333333333333	0.333333333333333	1	2	3	990.466638151	"Mes_Marais"	82.5724610619	427.557432895	295943.65415	6709613.12336	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"41"	"127"	6	8	0.222222222222222	0	1.5	0.333333333333333	6	1.33333333333333	1.33333333333333	1.33333333333333	0.166666666666667	0	0.5	0	0	3	1	840.461052415	"Mes_Marais"	46.4236320044	144.674954931	295906.47719	6709767.63375	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"42"	"128"	6	6	0.166666666666667	0.319444444444444	1.63888888888889	0.113425925925926	6	1	1	1	0.5	0.166666666666667	0.333333333333333	0.166666666666667	1	2	3	590.28642106	"Mes_Marais"	33.7757879577	75.3261878669	296865.358746	6710570.54733	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"43"	"129"	10	36	0.36	0	2.0797619047619	0.376228959775875	10	3.6	3.6	3.6	0.3	0	0.7	0.6	0	7	3	711.997737958	"Mes_Marais"	77.4848794965	217.203294501	296915.18352	6710429.66868	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"44"	"130"	10	39	0.39	0	2.36190476190476	0.511431000971817	10	3.9	3.9	3.9	0.3	0	0.7	0.6	0	7	3	695.392599481	"Mes_Marais"	42.6637870507	139.451543048	296916.007969	6710455.46209	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"45"	"131"	7	13	0.26530612244898	0.163194444444444	1.68253968253968	0.266975308641975	7	1.85714285714286	1.85714285714286	1.85714285714286	0.428571428571429	0	0.571428571428571	0.428571428571429	0	4	3	897.750076196	"Mes_Marais"	31.8648870171	72.9932143134	297016.42293	6710262.03731	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"46"	"132"	9	24	0.296296296296296	0	1.86496913580247	0.248742569730224	9	2.66666666666667	2.66666666666667	2.66666666666667	0.333333333333333	0	0.666666666666667	0.444444444444444	0	6	3	902.002629272	"Mes_Marais"	32.9948457103	55.9317922213	297030.923317	6710268.72599	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"47"	"134"	8	20	0.3125	0	1.91666666666667	0.327199074074074	8	2.5	2.5	2.5	0.375	0	0.625	0.5	0	5	3	637.887974781	"Mes_Marais"	37.40366435	77.9290254928	297008.092336	6710739.20789	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"48"	"135"	8	21	0.328125	0	1.96590909090909	0.446229338842976	8	2.625	2.625	2.625	0.25	0	0.625	0.5	0	5	2	543.59012008	"Mes_Marais"	40.2994589639	59.247253396	296467.318018	6710330.87155	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"49"	"136"	8	20	0.3125	0	1.91666666666667	0.327199074074074	8	2.5	2.5	2.5	0.375	0	0.625	0.5	0	5	3	677.062838809	"Mes_Marais"	51.9713164352	156.457954878	296464.853758	6710193.41648	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"50"	"14"	19	159	0.440443213296399	0.0643856332703213	3.00190079360818	0.671631001413436	19	8.36842105263158	8.36842105263158	8.36842105263158	0.157894736842105	0	0.842105263157895	0.631578947368421	0	16	3	520.189980794	"Mes_Marais"	68.4611820721	300.774851112	296808.706566	6711989.53635	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"51"	"140"	8	16	0.25	0.25	1.63333333333333	0.267036522633745	8	2	2	2	0.375	0.125	0.5	0.375	1	4	3	0	"Mes_Marais"	43.7010014151	128.944990032	296077.90728	6710970.23258	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"52"	"141"	17	115	0.397923875432526	0	2.75483801007641	0.67994150551961	17	6.76470588235294	6.76470588235294	6.76470588235294	0.235294117647059	0	0.764705882352941	0.705882352941177	0	13	4	81.722586774	"Mes_Marais"	47.6496994395	126.506422784	295870.973752	6710572.81963	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"53"	"142"	7	14	0.285714285714286	0	1.82142857142857	0.417410714285714	7	2	2	2	0.142857142857143	0	0.571428571428571	0	0	4	1	449.416032439	"Mes_Marais"	45.9413093424	149.862359237	295659.536195	6710101.46546	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"54"	"143"	7	14	0.285714285714286	0	1.82142857142857	0.417410714285714	7	2	2	2	0.142857142857143	0	0.571428571428571	0	0	4	1	1334.35135758	"Mes_Marais"	19.761394731	28.0261053446	296365.80299	6709426.53909	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"55"	"144"	8	20	0.3125	0.21280276816609	1.79166666666667	0.357986111111111	8	2.5	2.5	2.5	0.375	0	0.625	0.125	0	5	3	0	"Briere_Marais"	17.905603831	23.4388420421	300258.202126	6710744.98645	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"56"	"145"	9	24	0.296296296296296	0.134920634920635	1.97685185185185	0.341422325102881	9	2.66666666666667	2.66666666666667	2.66666666666667	0.333333333333333	0.111111111111111	0.555555555555556	0.222222222222222	1	5	3	736.233063051	"Mes_Marais"	52.2310807575	163.616640005	296024.298749	6709921.44557	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"57"	"146"	8	22	0.34375	0	2.05769230769231	0.490440088757396	8	2.75	2.75	2.75	0.25	0	0.625	0.5	0	5	2	469.530307329	"Briere_Marais"	16.5493263728	17.0310989949	297942.784383	6709431.28063	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"58"	"147"	16	131	0.51171875	0	3.45010683760684	0.962173272337126	16	8.1875	8.1875	8.1875	0.1875	0	0.8125	0.75	0	13	3	613.929024958	"Briere_Marais"	53.7366900722	172.607505267	299333.686635	6711235.64892	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"59"	"15"	14	81	0.413265306122449	0.0407127991675338	2.63790664780764	0.530468709378516	14	5.78571428571429	5.78571428571429	5.78571428571429	0.214285714285714	0	0.785714285714286	0.642857142857143	0	11	3	682.965817884	"Mes_Marais"	43.9430729066	121.350226607	297119.520971	6711723.8326	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"60"	"16"	11	56	0.462809917355372	0	3.11818181818182	0.921338383838383	11	5.09090909090909	5.09090909090909	5.09090909090909	0.181818181818182	0	0.727272727272727	0.636363636363636	0	8	2	564.739172163	"Mes_Marais"	32.2636160917	62.2585420856	297057.826317	6711606.36356	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"61"	"17"	25	308	0.4928	0	3.29523049224523	0.933467922196881	25	12.32	12.32	12.32	0.16	0	0.84	0.72	0	21	4	545.20440677	"Mes_Marais"	46.1989425163	143.074170731	297132.093954	6711377.74519	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"62"	"18"	7	13	0.26530612244898	0.208333333333333	1.62406015037594	0.242283339928769	7	1.85714285714286	1.85714285714286	1.85714285714286	0.428571428571429	0	0.571428571428571	0.285714285714286	0	4	3	148.478828012	"Mes_Marais"	16.7192394908	20.4492695801	296732.66599	6711323.41352	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"63"	"19"	18	143	0.441358024691358	0	2.94538499060265	0.611453889243563	18	7.94444444444444	7.94444444444444	7.94444444444444	0.166666666666667	0.0555555555555556	0.777777777777778	0.722222222222222	1	14	3	80.8324633006	"Mes_Marais"	45.4723102329	154.730964555	296662.01213	6711331.13231	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"64"	"2"	12	67	0.465277777777778	0	2.85733251633987	0.743692569748147	12	5.58333333333333	5.58333333333333	5.58333333333333	0.25	0	0.75	0.666666666666667	0	9	3	156.808096206	"Mes_Marais"	47.571012068	169.089568429	295111.268589	6710231.6347	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"65"	"20"	13	69	0.408284023668639	0	2.48615384615385	0.416612953780227	13	5.30769230769231	5.30769230769231	5.30769230769231	0.230769230769231	0	0.769230769230769	0.692307692307692	0	10	3	397.826720695	"Mes_Marais"	48.8538879285	179.418939501	296979.203085	6711158.00319	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"66"	"21"	10	37	0.37	0	2.14166666666667	0.380605158730159	10	3.7	3.7	3.7	0.3	0	0.7	0.6	0	7	3	400.399877393	"Mes_Marais"	43.8617863598	111.951223758	296994.411005	6711211.7146	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
