NEAR_DIST	NEAR_FC	Id_Mare
547.66347755700	Mes_Marais	M_0007
51.47314743280	Mes_Marais	M_0853
0.00000000000	Briere_Marais	M_0932
0.00000000000	Briere_Marais	M_1179
0.00000000000	Briere_Marais	M_1123
406.31990786900	Mes_Marais	M_0005
1140.14633493000	Mes_Marais	M_0043
1252.52493487000	Mes_Marais	M_L
736.23306305100	Mes_Marais	M_0145
794.11645909100	Mes_Marais	M_0632
670.99641644200	Mes_Marais	M_0026
753.70202167300	Mes_Marais	M_0027
380.31574549600	Mes_Marais	M_0006
75.10069083000	Mes_Marais	M_0003
177.96558133900	Mes_Marais	M_0004
23.78901603770	Mes_Marais	M_0035
2.72220938219	Mes_Marais	M_0806
24.85898641980	Mes_Marais	M_0762
248.23658801400	Mes_Marais	M_1038
239.35838157300	Mes_Marais	M_1038bis
163.47784409600	Mes_Marais	M_0812
554.81589720300	Mes_Marais	M_Sup1
510.59306101200	Mes_Marais	M_0024
755.18157001600	Mes_Marais	M_0961
537.45648480000	Mes_Marais	M_0025
855.91768072000	Mes_Marais	M_0029
871.18682414200	Mes_Marais	M_0028
1028.45725565000	Mes_Marais	M_0893bis
1111.21020450000	Mes_Marais	M_0893
1183.30632725000	Mes_Marais	M_0030
1305.66245788000	Briere_Marais	M_0031
1033.08274230000	Briere_Marais	M_0032
580.92898929400	Briere_Marais	M_0888
606.73570535100	Briere_Marais	M_0949
342.14049006200	Briere_Marais	M_0079bis
383.41775607300	Briere_Marais	M_0079
989.91903860800	Briere_Marais	M_0062
1115.88920670000	Mes_Marais	M_0033
1130.09821044000	Briere_Marais	M_0894
1133.76909159000	Briere_Marais	M_0038
998.78537370900	Mes_Marais	M_0038bis
904.61903834900	Mes_Marais	M_0034
879.86696610700	Mes_Marais	M_0039
992.66826779100	Mes_Marais	M_0033bis
1005.99843407000	Mes_Marais	M_0037
866.84559120600	Mes_Marais	M_0036
1006.02580844000	Mes_Marais	M_F
896.87513630100	Briere_Marais	M_I
1032.13061639000	Briere_Marais	M_0077
1031.61706663000	Briere_Marais	M_1141
898.78167679600	Mes_Marais	M_0058
921.91352257400	Mes_Marais	M_G
806.15397438900	Briere_Marais	M_0076
831.32330790200	Briere_Marais	M_0067
598.24250371800	Briere_Marais	M_0071
627.60911750200	Briere_Marais	M_C
446.81171866800	Briere_Marais	M_1011
409.26882510400	Briere_Marais	M_0073
623.03914887000	Briere_Marais	M_0070
779.17465432700	Briere_Marais	M_0068
640.09643220800	Briere_Marais	M_0072
251.49678595600	Briere_Marais	M_0075
442.25453298400	Briere_Marais	M_0075bis
483.79106102000	Briere_Marais	M_B
42.82377508170	Briere_Marais	M_1203
706.53743438000	Briere_Marais	M_0069
595.50989025800	Briere_Marais	M_0960
218.34163232500	Briere_Marais	M_0908
22.63005095700	Briere_Marais	M_0937
371.09867469400	Briere_Marais	M_A
68.72471559180	Briere_Marais	M_0066
9.68302464485	Briere_Marais	M_1040
217.86717453700	Briere_Marais	M_0074
181.56208819500	Briere_Marais	M_0112
369.58427685100	Briere_Marais	M_0101
109.74512819900	Briere_Marais	M_J
0.00000000000	Briere_Marais	M_1199
17.91880975980	Briere_Marais	M_1178
359.64893671100	Briere_Marais	M_0094
346.04383558800	Briere_Marais	M_0093
86.32900517510	Briere_Marais	M_0091
0.00000000000	Briere_Marais	M_0092
308.16792476000	Briere_Marais	M_0088
279.38839626300	Briere_Marais	M_0090
277.56603358300	Briere_Marais	M_0089
327.06264348200	Briere_Marais	M_1180
374.85522581100	Briere_Marais	M_0086
416.97092716400	Briere_Marais	M_0095
356.46049002000	Briere_Marais	M_0096
360.65134880100	Briere_Marais	M_0097
435.98313607000	Briere_Marais	M_0098
430.58493801400	Briere_Marais	M_0087
600.26552984000	Briere_Marais	M_0100
606.37259073200	Briere_Marais	M_1016
1069.10047091000	Briere_Marais	M_0056
998.64521604600	Briere_Marais	M_0044
1082.55662522000	Briere_Marais	M_0051
1075.05429391000	Mes_Marais	M_0045
757.37618984000	Mes_Marais	M_0057
801.74434048300	Mes_Marais	M_0046
876.53776810700	Mes_Marais	M_0047
934.25679362700	Mes_Marais	M_0049
863.29122372700	Mes_Marais	M_0050
997.08011790600	Mes_Marais	M_0052
1003.94761546000	Mes_Marais	M_0048
504.37687464800	Briere_Marais	M_0085bis
908.92557355800	Mes_Marais	M_0053
1031.81174949000	Mes_Marais	M_0054
1062.71964096000	Mes_Marais	M_0055
1067.90811940000	Mes_Marais	M_0060
615.88475151300	Mes_Marais	M_0022
645.94644422500	Mes_Marais	M_D
862.56895102200	Briere_Marais	M_0064
872.12951396300	Briere_Marais	M_0065
689.87567696600	Briere_Marais	M_0063
276.58059923600	Briere_Marais	M_0083
7.70789835116	Briere_Marais	M_0104
9.60887336334	Briere_Marais	M_0081
170.17615390500	Briere_Marais	M_0105
42.18176209550	Briere_Marais	M_0106
46.36352552320	Briere_Marais	M_0107
601.84220537300	Briere_Marais	M_0108
506.95453472800	Briere_Marais	M_0109
851.92628762600	Briere_Marais	M_0110
556.03691912300	Briere_Marais	M_0111
969.68299029100	Briere_Marais	M_0115
9.66767332478	Briere_Marais	M_0119
911.40744470900	Briere_Marais	M_0114
1149.27091896000	Briere_Marais	M_0059
1066.51884580000	Briere_Marais	M_0061
0.00000000000	Briere_Marais	M_0118
23.55498640770	Briere_Marais	M_0120
1135.16201546000	Mes_Marais	M_0116
1152.64529152000	Briere_Marais	M_0117
245.92784894500	Briere_Marais	M_0099
18.04784379900	Briere_Marais	M_0121
28.33720668410	Briere_Marais	M_0120bis
27.75129373140	Briere_Marais	M_0122
17.72117633090	Briere_Marais	M_0122bis
627.36990807800	Briere_Marais	M_0123
605.10579083300	Briere_Marais	M_0124
923.46921234600	Briere_Marais	M_0125
990.46663815100	Mes_Marais	M_0126
0.80170061191	Briere_Marais	M_K
590.28642106000	Mes_Marais	M_0128
898.43594205400	Mes_Marais	M_0148
695.39259948100	Mes_Marais	M_0130
711.99773795800	Mes_Marais	M_0129
897.75007619600	Mes_Marais	M_0131
902.00262927200	Mes_Marais	M_0132
637.88797478100	Mes_Marais	M_0134
543.59012008000	Mes_Marais	M_0135
677.06283880900	Mes_Marais	M_0136
1007.83900953000	Mes_Marais	M_0137
1109.72265491000	Mes_Marais	M_0138
0.00000000000	Mes_Marais	M_0140
1334.35135758000	Mes_Marais	M_0143
449.41603243900	Mes_Marais	M_0142
81.72258677400	Mes_Marais	M_0141
41.35864219280	Briere_Marais	M_1001
469.53030732900	Briere_Marais	M_0146
613.92902495800	Briere_Marais	M_0147
840.46105241500	Mes_Marais	M_0127
156.80809620600	Mes_Marais	M_0002
186.42278709900	Mes_Marais	M_0002bis
445.99919173200	Briere_Marais	M_0954
0.00000000000	Briere_Marais	M_0144
245.26535246800	Mes_Marais	M_1039
1235.27381716000	Briere_Marais	M_0113
575.44504873700	Mes_Marais	M_1053
663.78657410000	Mes_Marais	M_0023
590.06167680200	Mes_Marais	M_0016bis
682.96581788400	Mes_Marais	M_0015
523.73912206200	Mes_Marais	M_1036
564.73917216300	Mes_Marais	M_0016
151.76391770000	Mes_Marais	M_1072
37.56184511040	Mes_Marais	M_0139
80.83246330060	Mes_Marais	M_0019
22.05684444920	Mes_Marais	M_1070
148.47882801200	Mes_Marais	M_0018
85.92224480580	Mes_Marais	M_0128bis
226.31910626000	Mes_Marais	M_1067
545.20440677000	Mes_Marais	M_0017
400.39987739300	Mes_Marais	M_0021
397.82672069500	Mes_Marais	M_0020
1241.73197089000	Mes_Marais	M_I1
1209.51282128000	Mes_Marais	M_J1
544.67119615500	Briere_Marais	M_0952
628.49841315100	Briere_Marais	M_AD
520.18998079400	Mes_Marais	M_0014
1235.57658583000	Mes_Marais	M_Encaisse
1405.10440109000	Mes_Marais	M_Prop1
1395.10070894000	Briere_Marais	M_Prop2
1491.45876618000	Briere_Marais	M_K1
1310.09688263000	Briere_Marais	M_L1
1057.36409171000	Briere_Marais	M_PC
895.81731168900	Briere_Marais	M_PC1
819.47104694700	Briere_Marais	M_PC2
796.51972106400	Briere_Marais	M_AR
790.95659692200	Briere_Marais	M_AQ
1062.75364452000	Briere_Marais	M_AP
783.38683129500	Briere_Marais	M_AO
901.42652818400	Briere_Marais	M_0085
509.88392677400	Briere_Marais	M_AC2
453.92775998900	Briere_Marais	M_AC1
277.59775111700	Briere_Marais	M_AA
353.22889954900	Briere_Marais	M_AB
17.03699470950	Mes_Marais	M_0009
310.17296971000	Mes_Marais	M_0008
161.56818070300	Mes_Marais	M_0012
254.99413314100	Mes_Marais	M_0012bis
175.61775001400	Mes_Marais	M_Orage
316.94456402900	Mes_Marais	M_0010
391.90286301100	Mes_Marais	M_0011
434.90171581900	Mes_Marais	M_Z
529.91658742200	Mes_Marais	M_0013
664.58996939200	Mes_Marais	M_0013bis
1055.02164599000	Mes_Marais	M_0041
1331.86908242000	Mes_Marais	M_0103
1286.21159327000	Briere_Marais	M_0103bis
1043.82495135000	Briere_Marais	M_Stat1
976.13905798700	Briere_Marais	M_Stat2
951.96635350200	Briere_Marais	M_Stat3
869.00529579600	Briere_Marais	M_Stat4
791.53193546800	Briere_Marais	M_0042bis42bis
687.69909043100	Briere_Marais	M_0042
531.29849206200	Briere_Marais	M_0042poney
235.07720276700	Briere_Marais	M_0080
120.15928030700	Briere_Marais	M_0082
244.22720877400	Briere_Marais	M_0084
517.68258285600	Mes_Marais	M_0133
271.26592422200	Briere_Marais	M_0075ter
750.21517786300	Mes_Marais	M_0013ter
