"Site"	"n_mean"	"n_sd"	"L_mean"	"L_sd"	"C_mean"	"C_sd"	"Modularity_mean"	"Modularity_sd"	"Mean_trophic_level_mean"	"Mean_trophic_level_sd"	"Mean_Omnivory_Index_mean"	"Mean_Omnivory_Index_sd"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"
"20"	"116"	35.412	3.65371120993513	267.669	58.5619410533833	0.211347275930887	0.0193419746770814	0.054245863539599	0.0470885361843678	2.79447758447467	0.12752018146475	0.337505098225197	0.0889309397999704	"Mes"	0.142898171	0.229496371	0.215136133	0.122165345	697.3736081	1	"peu"	94.39	401.67	23.03	0.75	0	1	"Permanent"	"Recreationnel"	NA	1238.47367734
"21"	"1178"	43.055	3.36887582500815	389.308	65.5182247452857	0.208792881693486	0.0147394016200321	0.0306127148111644	0.037496803802992	2.89871229807962	0.105758484425071	0.362499081925953	0.0732655599991623	"Briere"	0.318068057	0.138828172	0.449840784	0.042266833	398.1906515	2	"intermediaire"	82.27	340.82	12.68	0.5	1	1	"Permanent"	"Agricole"	50	17.9188097598
"22"	"1179"	56.148	2.36932684737875	657.334	57.6172734012483	0.208215361535717	0.00791003870759802	0.00607379105310675	0.0110829666678166	3.02857633761322	0.0577357536015338	0.40121328359571	0.0416026414871026	"Briere"	0.345713257	0.148975167	0.268695028	0.01747242	509.9431604	6	"beaucoup"	256.61	3881.87	8.53	2.178402832	1	1	"Permanent"	"Agricole"	0	0
"23"	"118"	44.324	3.31723198284775	412.683	65.8846210757434	0.208990070111325	0.0141669686812669	0.0256614784236274	0.0349689128108939	2.91504628073523	0.0990454031919118	0.368106576513892	0.0684081214917926	"Briere"	0.012859528	0.059560412	0.478792177	0.015766512	1412.803095	0	"intermediaire"	98.78	431.34	12.13	0.35	1	0	"Permanent"	"Agricole"	20	0
"24"	"1180"	39.675	3.47353428663666	332.584	64.0522726968968	0.209585503280343	0.0172595814908696	0.0389644473462119	0.0423887554551556	2.85176028554013	0.114746161938878	0.348950957954415	0.0775741838827363	"Briere"	0.00069588	0.179424358	0.74224704	0.016422427	1677.037142	1	"peu"	58.29	234.29	25.99	0.9	0	0	"Permanent"	"Recreationnel"	100	327.062643482
"25"	"119"	39.496	3.26076932894932	328.279	60.2427784165982	0.208992014280052	0.0173786863299916	0.0446440834001787	0.0443934879730494	2.85733988399144	0.118675563366306	0.352773504339215	0.0816202554559818	"Briere"	0.602306733	0.014842287	0	0.004233578	0	4	"peu"	57.2	132.77	20.14	0.95	1	1	"Temporaire"	"Agricole"	50	9.66767332478
"26"	"1199"	45.364	3.28211460437875	433.506	68.577889227439	0.209473966977215	0.0129882132437997	0.0238339182215359	0.0339982958831881	2.9259834493385	0.0997977674527218	0.368851655491316	0.0681625832917691	"Briere"	0.230328379	0.066086048	0.18886701	0.009167783	0	3	"intermediaire"	87.25	576.43	9.93	0.7	1	1	"Permanent"	"Agricole"	10	0
"27"	"120"	31.627	3.32128016010422	214.531	48.7991228752464	0.212274304072096	0.0212716407815716	0.0671028095132335	0.0485902537311223	2.73698473423803	0.135527788541483	0.325919699282596	0.0901093869467755	"Briere"	0.208156021	0	0.040318009	0	0	4	"peu"	12.87	9.58	8.53	0.4	1	0	"Temporaire"	"Agricole"	100	23.5549864077
"28"	"1203"	38.858	3.37004350019302	320.442	60.4557816717106	0.21063798433156	0.0169413229493983	0.0404967209758475	0.0428141421895946	2.84779469427335	0.119263221448688	0.348627055836448	0.0781220408531455	"Briere"	0.187838214	0	0.57784872	0.017234176	1762.173088	1	"beaucoup"	83.62	118.25	9.23	0.4	1	1	"Temporaire"	"Agricole"	100	42.8237750817
"29"	"120bis"	35.623	3.42704181702173	270.626	55.9114676628705	0.211473068397739	0.0193253059295427	0.0540943406283734	0.0464721989985542	2.79076551131482	0.119063602647928	0.332426294485323	0.0793010042762102	"Briere"	0.204517451	0	0.04097899	0	0	4	"peu"	26.73	41.56	14.04	0.65	1	0	"Temporaire"	"Agricole"	NA	28.3372066841
"30"	"121"	39.891	3.38120563579791	334.862	60.9010664594299	0.209104774634939	0.0167259790341053	0.0389218543906329	0.0414490684914704	2.86058280328789	0.11685327335806	0.350100896999969	0.0781732900962547	"Briere"	0.189568614	0	0.040128602	0	0	4	"peu"	87.03	155.06	11.59	0.45	1	0	"Temporaire"	"Agricole"	100	18.047843799
"31"	"122"	35.567	3.30127390705609	268.081	55.2172924760748	0.210047188994384	0.0192390781057725	0.0547737001811312	0.0477519650788034	2.80064623431587	0.124122022385604	0.338231487244077	0.0837124798202343	"Briere"	0.191035573	0	0.021558023	0	0	4	"peu"	24.49	39.15	13.36	0.45	1	0	"Temporaire"	"Agricole"	100	27.7512937314
"32"	"122bis"	37.845	3.23812607235427	302.415	57.181119746429	0.209585252414597	0.0173507281102414	0.0481440283215206	0.0455700594970326	2.82863555916784	0.117108029376651	0.342933756010721	0.0789435845142154	"Briere"	0.186226523	0	0.018985477	0	0	2	"peu"	35.63	84.96	16.04	0.7	1	0	"Temporaire"	"Agricole"	NA	17.7211763309
"33"	"123"	39.873	3.52012247830417	336.279	63.1824277641986	0.210027462780371	0.0160115135788665	0.0377764595774697	0.0414126927448316	2.85751287740854	0.113054574754232	0.351653825708724	0.0762466352213597	"Briere"	0.030783777	0.049111736	0.231553555	0.42228546	308.2160749	2	"peu"	77.38	393.36	18.97	1.1	1	0	"Permanent"	"Recreationnel"	NA	627.369908078
"34"	"124"	32.823	3.43532712743233	230.959	53.333364480096	0.21184492137863	0.0196957221336867	0.0640895651518538	0.0478906306017453	2.75166070999652	0.134683431381061	0.327077561014349	0.0879105639185774	"Briere"	0.027899961	0.075169335	0.210982556	0.44732132	342.0066796	1	"beaucoup"	33.43	52.16	43.15	3.950520019	1	0	NA	"Recreationnel"	NA	605.105790833
"35"	"125"	25.319	3.32419754065388	138.493	39.0493893141212	0.212586792877354	0.0253575365686267	0.0916830700766416	0.0486056033279071	2.60666796535948	0.152337693741677	0.296764913469563	0.0950584801337424	"Mes"	0.139504781	0.082316146	0.347636859	0.06362193	757.2567308	2	"peu"	11.63	7.3	14.04	0.6	0	0	NA	"Agricole"	NA	923.469212346
"36"	"126"	28.307	3.7710704013545	172.643	48.6577139220918	0.211740922257041	0.021574712280859	0.0813900835218694	0.0495881237508302	2.66162896572325	0.14455102929776	0.303598333794164	0.0871228190552486	"Mes"	0.089857993	0.200870261	0.239549452	0.379813808	1516.483963	3	"beaucoup"	82.57	427.56	17.74	0.8	0	0	"Permanent"	"Recreationnel"	NA	1820.44004602
"37"	"127"	21.679	3.63499273344145	102.689	36.1650963387794	0.212653812233834	0.0261749296377018	0.103904797921348	0.0519200421770043	2.4889435337983	0.166003449590463	0.271267224777775	0.0884027942769511	"Mes"	0.141835654	0.128070126	0.247696052	0.355700655	1201.303086	3	"beaucoup"	46.42	144.67	29.18	0.9	0	0	NA	"Recreationnel"	NA	1952.65352252
"38"	"128"	21.178	3.62318139808697	98.302	35.8012083947249	0.212879692966619	0.0281523022625756	0.104430495019002	0.0537648336268433	2.46718385502252	0.166806016413362	0.263636734806816	0.0842770824974653	"Mes"	0.169254328	0.432162366	0.309211724	0.01813304	987.923048	5	"peu"	33.78	75.33	41.99	1.6	0	1	"Permanent"	"Agricole"	NA	1878.64988552
"39"	"129"	26.84	3.65920616934736	155.528	45.1853397788589	0.212107855744599	0.0241133994073596	0.0829623890250629	0.0519814008786903	2.62595909309596	0.149794723137362	0.296302415107237	0.0904271170033481	"Mes"	0.204658508	0.300487918	0.282518122	0.015941936	1489.963819	3	"beaucoup"	77.48	217.2	8.18	0.3	1	0	"Temporaire"	"Agricole"	NA	1727.4482415
"40"	"131"	25.537	3.75536066626546	141.89	44.4630505348302	0.212884136681067	0.0243777786344377	0.0901718378908455	0.0501803689895643	2.60062063596213	0.155386549724553	0.293233907490222	0.0922317539344231	"Mes"	0.290746847	0.459936474	0.094344071	0.016327443	567.4815493	5	"intermediaire"	31.86	72.99	11.31	0.5	0	0	NA	"Agricole"	NA	1536.91476205
"41"	"132"	24.519	3.52704962809982	129.748	39.8632860860413	0.211522014303619	0.025156328112063	0.0952871102600245	0.0505130444499683	2.57149430029301	0.152115982868795	0.284187374168903	0.0914717497368709	"Mes"	0.298785278	0.450416118	0.099682436	0.014804864	532.579637	1	"beaucoup"	32.99	55.93	11.31	0.3	1	0	NA	"Agricole"	NA	1534.08199085
"42"	"134"	22.13	3.62273711773629	106.763	36.7716056486793	0.212426657435686	0.0291360243537126	0.104859543794583	0.0525831309179521	2.50622387032323	0.163188428343617	0.274068396181569	0.093482179411485	"Mes"	0.042981658	0.745450679	0.153609535	0.018675607	803.8133911	2	"peu"	37.4	77.93	7.13	0.6	0	0	NA	"Agricole"	NA	1811.75982792
"43"	"136"	24.057	3.49083613722228	125.9	39.2707804123396	0.21305355512464	0.0262815260582354	0.0933033487127949	0.0522189451601017	2.55745658667482	0.159057165253152	0.281230245108117	0.0915768332703618	"Mes"	0.045492705	0.361508108	0.442727153	0.034487191	1201.794939	2	"peu"	51.97	156.46	36.56	1.25	0	0	NA	"Agricole"	NA	1828.5575051
"44"	"140"	6.996	2.15374618342613	10.648	8.22153815837947	0.184681276672735	0.0505983273745266	0.13078287240252	0.129794995642126	1.59000430168994	0.284346401110043	0.165745627122215	0.0646944778440583	"Mes"	0.166871648	0.149759238	0.124728624	0.080326171	930.4962901	2	"peu"	43.7	128.94	12.23	0.35	1	1	"Permanent"	"Agricole"	NA	2660.08490189
"45"	"141"	10.206	2.71642098043417	23.239	13.6243716369784	0.203014053597563	0.0427285977261381	0.134511045772342	0.0904080549458591	1.91819752962695	0.25801772280657	0.189971213871848	0.0780925808029114	"Mes"	0.189935662	0.16342379	0.394342295	0.056803151	1180.58004	1	"peu"	47.65	126.51	26.18	1.25	1	0	"Permanent"	"Agricole"	NA	2526.25784383
"46"	"142"	14.496	3.1922052211871	46.826	21.6956775977711	0.211822432083037	0.0346976600294178	0.127179985147359	0.0669782729266447	2.20398463530504	0.214521846524237	0.229896836554257	0.0920383403796031	"Mes"	0.054312791	0.68052523	0.086764335	0.084137212	1020.115202	1	"beaucoup"	45.94	149.86	21.39	1.15	0	0	NA	"Agricole"	NA	2358.11843247
"47"	"143"	24.406	3.391262989605	127.989	37.6736802713139	0.211013667018625	0.0262172523150911	0.0955294025802209	0.0516651654536853	2.56915917968824	0.154122280795484	0.286285210777654	0.0909066673497088	"Mes"	0	0.25327107	0.210908373	0.306838165	1517.405199	1	"peu"	19.76	28.03	35.94	1.8	1	0	NA	"Recreationnel"	NA	1385.76458499
"48"	"144"	34.091	3.44914708523942	247.261	53.8532733829064	0.210687033086689	0.0200291695994642	0.0608610252315688	0.0470305419479116	2.77193894892817	0.128317329100319	0.331010720193481	0.0859960826244741	"Briere"	0.261104226	0.04597674	0.039592137	0.011845468	0	3	"beaucoup"	17.91	23.44	9.93	0.2	1	0	"Temporaire"	"Agricole"	0	0
"49"	"145"	21.992	3.50345689429886	105.947	35.3094739404306	0.213948838756267	0.0276407540368276	0.0998353266046126	0.0527952252150794	2.50237267009183	0.167150936712267	0.278057216103284	0.0953027306240612	"Mes"	0.10334643	0.541134471	0.102922265	0.14141357	1079.647026	0	"peu"	52.23	163.62	32.35	0.9	1	1	"Permanent"	"Recreationnel"	NA	1972.55700013
"50"	"146"	30.515	3.23639448294692	198.944	46.0410973657953	0.211388471005279	0.0213574088794879	0.0707936640964939	0.0504532780139653	2.70453490820319	0.134196496070215	0.312110477689891	0.0877937156653971	"Briere"	0.017221275	0.259007619	0.345693865	0.30581935	1100.774184	2	"peu"	16.55	17.03	9.93	0.4	0	0	"Temporaire"	"Recreationnel"	NA	469.530307329
"51"	"147"	36.777	3.61778376348827	287.218	61.1280223065585	0.210355861321144	0.0186881871599749	0.0496611458762164	0.0465154106057767	2.81396815833669	0.126486724861674	0.340082952053677	0.0851231431952125	"Briere"	0.039912888	0.216873065	0.592013274	0.036565499	2352.129207	4	"beaucoup"	53.74	172.61	10.85	1.8	1	0	"Permanent"	"Recreationnel"	30	613.929024958
"52"	"2"	4	0	2	0	0.125	0	0	0	1.125	0	0.15625	0	"Mes"	0.123774678	0.385861197	0.406902239	0.016427075	976.7104167	0	"beaucoup"	47.57	169.09	9.93	1	0	0	NA	"Agricole"	NA	2862.75789242
"53"	"22"	31.259	3.806627038391	209.789	54.1413498609405	0.211642488040916	0.0214704703032823	0.0676616064845485	0.0498915653818317	2.71451716415935	0.135357747291046	0.313885059997823	0.0883954438625668	"Mes"	0	0.540655651	0.219496703	0.210476406	1173.950146	0	"beaucoup"	171.8	536.44	16.26	1	0	0	"Temporaire"	"Agricole"	NA	1687.67640798
"54"	"24"	19.772	3.47765871098791	86.572	31.5514866894147	0.215620901132806	0.0304937152941372	0.106825674225664	0.051772279387579	2.4400259991513	0.178094841894497	0.266708416286839	0.0955717165241952	"Mes"	0.089391463	0.312460703	0.385358229	0.104723093	1474.156785	3	"peu"	37.55	59.72	18	0.7	0	0	NA	"Agricole"	NA	1939.65183494
"55"	"25"	28.424	3.67474185865181	173.45	47.8103475131621	0.211424034378641	0.0233470875393368	0.0826744980393643	0.050734741297335	2.66166067753974	0.139116235769556	0.302342857375537	0.0871851582588523	"Mes"	0.085776128	0.060294019	0.572982024	0.11589391	1818.685346	1	"peu"	86.22	495.21	18.78	0.9	0	1	"Permanent"	"Recreationnel"	NA	1852.7033659
"56"	"26"	19.178	3.54949502252291	80.946	31.5533309920949	0.212707732049527	0.0309877634484802	0.112529289897668	0.0545902982387905	2.41185362743827	0.185442348735535	0.258469358160668	0.0909372659613781	"Mes"	0.081182676	0.680638647	0.064036123	0.049890318	885.6702586	2	"beaucoup"	35.46	79.05	11.31	0.25	0	0	"Temporaire"	"Agricole"	NA	2007.89845464
"57"	"27"	33.737	3.64405133198067	243.217	55.6576291507524	0.211420257653686	0.0198081270684412	0.0591998387562152	0.048491152844147	2.76106536423122	0.128211530055706	0.323327705181621	0.0823310526827599	"Mes"	0.101551023	0.374555575	0.213128826	0.198574472	1674.209742	3	"peu"	146.84	1529.3	20.14	1.15	1	1	"Permanent"	"Recreationnel"	NA	1949.19032537
"58"	"28"	23.654	3.51804784797772	121.573	38.1922678080305	0.212712954495881	0.0260758509795779	0.0975297430511002	0.0494728303345673	2.55540422304713	0.157507874986536	0.287753303191969	0.0944946743186705	"Mes"	0.032559035	0.524031971	0.371388336	0.025441684	1743.425945	1	"peu"	38.13	98.36	12.68	0.4	0	0	"Temporaire"	"Agricole"	NA	1753.18468913
"59"	"29"	25.432	3.61392258307181	138.999	41.6677477217116	0.210795828143569	0.0244673602706779	0.0922448118521272	0.0507916010019446	2.5875939792943	0.155645252835894	0.288574152000526	0.0922508013118814	"Mes"	0.031536964	0.568142349	0.329269292	0.024232044	1765.610138	1	"beaucoup"	59.56	172.74	11.77	2.502809361	1	1	"Permanent"	"Agricole"	NA	1762.76700323
"60"	"3"	5.274	1.34340192374759	5.128	4.05265839172759	0.159093515674942	0.045748369124955	0.081296250779758	0.129041054945033	1.35384357599903	0.223461191709215	0.158559843514628	0.0480409870058397	"Mes"	0.221683945	0.418372043	0.228091206	0.029515878	1873.364268	1	"intermediaire"	37.88	71.71	26.57	1.1	0	1	NA	"Agricole"	NA	2737.29876885
"61"	"30"	36.687	3.78382720910302	286.399	63.2655698728094	0.210532804693588	0.018414414847203	0.0482480774826888	0.046023708075596	2.81123253523191	0.122388422104047	0.339455057780211	0.0820463904982159	"Mes"	0.042153082	0.293542398	0.283940908	0.225781747	2068.880893	2	"beaucoup"	124.66	746.98	20.77	3.606969523	1	1	"Permanent"	"Recreationnel"	NA	1429.42764475
"62"	"31"	34.108	3.6523520744413	246	56.3911336998997	0.209166970750409	0.0194505061316494	0.0623627288521116	0.0494242043974437	2.76880572399164	0.127675495694939	0.326539932038162	0.0832717072616514	"Mes"	0.049110182	0.092396797	0.341958923	0.251816666	1688.230245	2	"peu"	68.99	369.92	13.7	0.6	0	0	"Permanent"	"Agricole"	NA	1305.66245788
"63"	"32"	32.672	3.78559727741168	228.098	54.6462130856714	0.211196102275736	0.0202364068562162	0.0634093360757979	0.0486610007861162	2.74890497447845	0.132170997792512	0.323809264379263	0.0867272769709726	"Mes"	0.076873926	0.580824596	0.191506005	0.065290795	949.4198651	0	"beaucoup"	45.74	139.31	25.8	2.053657331	0	0	"Permanent"	"Agricole"	NA	1033.0827423
"64"	"33"	34.503	3.59679411809015	253.675	56.3484385011823	0.21097484486668	0.0190753220260339	0.056982380248301	0.0455917593880492	2.77857611858545	0.128490583826391	0.331225877975811	0.0851951182746499	"Mes"	0.185313346	0.293369397	0.215508253	0.192990664	859.1550699	5	"intermediaire"	83.37	392.27	24.94	0.85	1	1	"Permanent"	"Recreationnel"	NA	1317.37308727
"65"	"33bis"	27.735	3.81462007627579	165.797	48.78675987334	0.211646308772736	0.0232279502856555	0.0833852458340905	0.0503453650910407	2.642542807881	0.147892515440568	0.297058578746611	0.0851686631207603	"Mes"	0.273825854	0.363444244	0.155115501	0.088646913	665.7462595	4	"beaucoup"	43.17	103.9	10.85	0.5	0	0	"Temporaire"	"Agricole"	NA	1442.96071817
"66"	"34"	28.625	3.67748540430807	177.096	49.566012282345	0.21255004940231	0.0239625719927104	0.0792908621534072	0.0508450802819514	2.67358630018713	0.140853109143614	0.308912361007381	0.0901908873498243	"Mes"	0.10290515	0.309730271	0.372401198	0.020408089	1839.419689	4	"intermediaire"	58.49	232.01	13.59	0.65	0	0	"Permanent"	"Agricole"	NA	1610.677584
"67"	"35"	10.975	2.92385429252621	26.916	15.7609438597868	0.204672108864263	0.0409901343823785	0.13933195520546	0.0892547939689997	1.97645303326237	0.255804795861948	0.19605434678823	0.079753491748585	"Mes"	0.218539283	0.134214607	0.331198066	0.019596365	988.9920965	2	"peu"	72.83	293.49	24.52	0.8	1	1	NA	"Agricole"	NA	2557.06204303
"68"	"36"	26.707	3.67459571295315	153.711	45.3964791511337	0.211359964207895	0.0244898728641413	0.0872498028127964	0.0510510950742462	2.62303323787645	0.146165495103869	0.294882324115557	0.0852124565343241	"Mes"	0.054162301	0.341833208	0.435338545	0.017120198	1756.126562	4	"beaucoup"	49	142.51	9.93	1	0	0	"Permanent"	"Agricole"	NA	1619.28653284
"69"	"37"	25.268	3.6051592438023	138.876	42.2254142621432	0.213060794444909	0.0259058014130067	0.0893501511159492	0.0524636819676382	2.5934121266696	0.155147310592436	0.291511897905365	0.0915289840953872	"Mes"	0.115170566	0.332416109	0.371669102	0.045164678	1803.778139	4	"intermediaire"	38.28	67.78	19.29	1.439442206	0	1	"Permanent"	"Agricole"	NA	1521.42618238
"70"	"38"	33.12	3.65991734810979	234.823	55.3304177295466	0.211565926944878	0.0208243000689903	0.06173100158575	0.049029706938803	2.75843212121373	0.135683143116329	0.327251837104759	0.0887331528478099	"Mes"	0.118006425	0.383099682	0.104540994	0.181872478	1265.643042	3	"beaucoup"	57.55	210.35	25.99	0.7	1	1	"Permanent"	"Recreationnel"	NA	1133.76909159
"71"	"38bis"	32.29	3.55366409900099	222.861	52.4720591934031	0.211350253826377	0.0207268187635557	0.0671203012623543	0.0498128201675002	2.74402476847616	0.13433705490754	0.325995199397216	0.0884884711040847	"Mes"	0.256366385	0.333344304	0.175716049	0.094300302	757.4778301	4	"beaucoup"	87.39	325.56	32.62	0.95	0	0	"Permanent"	"Recreationnel"	NA	1420.93340795
"72"	"39"	21.396	3.40746163511708	100.139	34.1847960251232	0.213326426452187	0.0287037119808954	0.102711652324792	0.0548153477228894	2.48288512479523	0.168000233964721	0.268892083903302	0.0944828254803077	"Mes"	0.081507924	0.315392475	0.407237621	0.018342367	1701.446471	4	"beaucoup"	19.17	26.13	7.13	0.25	0	0	"Temporaire"	"Agricole"	NA	1630.83195673
