"replicate"	"S"	"C"	"links"	"modularity_t"	"Mean_Trophic_Level"	"Mean_Omnivory"	"links.species"	"indegree"	"outdegree"	"basal"	"top"	"intermediate"	"omnivory"	"S_top"	"S_intermediate"	"S_basal"	"ratio"	"colonization_rate"	"extinction_rate"	"Distance"	"Surface"
"39"	100	30	0.471264367816092	410	0.0181287111794609	3.45571335966234	0.856315051329488	13.6666666666667	13.6666666666667	13.6666666666667	0.1	0	0.9	0.7	0	27	3	0.210526315789474	0.396578996053445	0.522899592842202	1727.4482415	217.2
"40"	100	26	0.36	234	0.0398304584120983	3.03087693518211	0.728335066401361	9	9	9	0.115384615384615	0	0.884615384615385	0.692307692307692	0	23	3	0.210526315789474	0.463134914021393	0.676240207025468	1536.91476205	72.99
"41"	100	27	0.381766381766382	268	0.0261358186860158	2.841378362887	0.543448539517374	9.92592592592593	9.92592592592593	9.92592592592593	0.111111111111111	0	0.888888888888889	0.703703703703704	0	24	3	0.210526315789474	0.464124439264691	0.713675070241466	1534.08199085	55.93
"42"	100	25	0.348333333333333	209	0.050121107266436	2.69739713386087	0.554550437243156	8.36	8.36	8.36	0.16	0	0.84	0.6	0	21	4	0.210526315789474	0.367127820093634	0.667031505664602	1811.75982792	77.93
"43"	100	24	0.458333333333333	253	0.00897987580200459	3.46139797384343	0.943525113308439	10.5416666666667	10.5416666666667	10.5416666666667	0.125	0.0416666666666667	0.833333333333333	0.708333333333333	1	20	3	0.210526315789474	0.361260164563113	0.569024022414221	1828.5575051	156.46
"44"	100	7	0.238095238095238	10	0.3	1.5	0.167328042328042	1.42857142857143	1.42857142857143	1.42857142857143	0.428571428571429	0.428571428571429	0.142857142857143	0.285714285714286	3	1	3	0.210526315789474	0.0707964131604133	0.596226533567134	2660.08490189	128.94
"45"	100	7	0.357142857142857	15	0	1.79591836734694	0.32893586005831	2.14285714285714	2.14285714285714	2.14285714285714	0.428571428571429	0	0.571428571428571	0.428571428571429	0	4	3	0.210526315789474	0.117544012185237	0.598901858440015	2526.25784383	126.51
"46"	100	16	0.4875	117	0.0852465986394559	3.32310263898255	1.06855573927712	7.3125	7.3125	7.3125	0.1875	0	0.8125	0.6875	0	13	3	0.210526315789474	0.176277379685576	0.575084388524084	2358.11843247	149.86
"47"	100	23	0.432806324110672	219	0	2.96633903015741	0.638978818831091	9.52173913043478	9.52173913043478	9.52173913043478	0.130434782608696	0.0434782608695652	0.826086956521739	0.695652173913043	1	19	3	0.210526315789474	0.515933712501772	0.810815820235888	1385.76458499	28.03
"48"	100	33	0.428977272727273	453	0.00993089469820298	3.37815593667019	0.824859749786711	13.7272727272727	13.7272727272727	13.7272727272727	0.0909090909090909	0	0.909090909090909	0.757575757575758	0	30	3	0.210526315789474	1	0.835962279459221	0	23.44
"49"	100	23	0.316205533596838	160	0.0525593913358522	2.48119633184075	0.351405389475863	6.95652173913043	6.95652173913043	6.95652173913043	0.130434782608696	0	0.869565217391304	0.608695652173913	0	20	3	0.210526315789474	0.31095919590234	0.562732003796896	1972.55700013	163.62
"50"	100	26	0.54	351	0	3.45856072226483	0.954647021390406	13.5	13.5	13.5	0.115384615384615	0	0.884615384615385	0.807692307692308	0	23	3	0.210526315789474	0.835986721555385	0.880884343970144	469.530307329	17.03
"51"	100	34	0.493761140819964	554	0	3.3488845550001	0.835899830813922	16.2941176470588	16.2941176470588	16.2941176470588	0.0882352941176471	0	0.911764705882353	0.735294117647059	0	31	3	0.210526315789474	0.785546299048355	0.555210757403251	613.929024958	172.61
"52"	100	4	0.166666666666667	2	0	1.125	0.15625	0.5	0.5	0.5	0.25	0.25	0	0	1	0	1	0.210526315789474	0	0.558107941603806	2862.75789242	169.09
"53"	100	29	0.455665024630542	370	0.00273855319947451	3.52936520952903	0.916639082044038	12.7586206896552	12.7586206896552	12.7586206896552	0.103448275862069	0.0344827586206897	0.862068965517241	0.793103448275862	1	25	3	0.210526315789474	0.410471834712735	0.395764076871639	1687.67640798	536.44
"54"	100	18	0.493464052287582	151	0	3.94776257140015	1.26129725116317	8.38888888888889	8.38888888888889	8.38888888888889	0.166666666666667	0	0.833333333333333	0.666666666666667	0	15	3	0.210526315789474	0.322453414563696	0.704455468167053	1939.65183494	59.72
"55"	100	27	0.424501424501425	298	0.029157986111111	2.94992147786912	0.609020411977064	11.037037037037	11.037037037037	11.037037037037	0.111111111111111	0	0.888888888888889	0.703703703703704	0	24	3	0.210526315789474	0.352825689239883	0.407009489422226	1852.7033659	495.21
"56"	100	20	0.486842105263158	185	0	3.14389668127191	0.745583494812511	9.25	9.25	9.25	0.15	0	0.85	0.75	0	17	3	0.210526315789474	0.298613948473776	0.665024982732665	2007.89845464	79.05
"57"	100	35	0.390756302521008	465	0.0150519476996528	3.04532968857354	0.629886499614686	13.2857142857143	13.2857142857143	13.2857142857143	0.0857142857142857	0	0.914285714285714	0.714285714285714	0	32	3	0.210526315789474	0.319121491017086	0.248453822551325	1949.19032537	1529.3
"58"	100	25	0.361666666666667	217	0	2.61906403083467	0.407865063512375	8.68	8.68	8.68	0.12	0	0.88	0.72	0	22	3	0.210526315789474	0.387588907265935	0.634292960692294	1753.18468913	98.36
"59"	100	22	0.38961038961039	180	0.0405633674214755	2.84881514487399	0.495452151219943	8.18181818181818	8.18181818181818	8.18181818181818	0.136363636363636	0.0454545454545455	0.818181818181818	0.590909090909091	1	18	3	0.210526315789474	0.384241675519453	0.555104893726626	1762.76700323	172.74
"60"	100	4	0.166666666666667	2	0	1.125	0.15625	0.5	0.5	0.5	0.25	0.25	0	0	1	0	1	0.210526315789474	0.043824566479125	0.678728009108524	2737.29876885	71.71
"61"	100	41	0.517682926829268	849	0.00941767466455166	4.16088744264894	1.4836533555128	20.7073170731707	20.7073170731707	20.7073170731707	0.0731707317073171	0.024390243902439	0.902439024390244	0.75609756097561	1	37	3	0.210526315789474	0.500681615956825	0.34920859210927	1429.42764475	746.98
"62"	100	35	0.436974789915966	520	0	3.39962238778213	0.934659680510882	14.8571428571429	14.8571428571429	14.8571428571429	0.114285714285714	0.0285714285714286	0.857142857142857	0.742857142857143	1	30	4	0.210526315789474	0.5439144674661	0.448026336297938	1305.66245788	369.92
"63"	100	26	0.313846153846154	204	0	2.42396061861195	0.286548874919836	7.84615384615385	7.84615384615385	7.84615384615385	0.153846153846154	0	0.846153846153846	0.615384615384615	0	22	4	0.210526315789474	0.639130243938758	0.58534929713819	1033.0827423	139.31
"64"	100	35	0.390756302521008	465	0.0157313768259633	3.21513365906378	0.814341211099811	13.2857142857143	13.2857142857143	13.2857142857143	0.0857142857142857	0	0.914285714285714	0.714285714285714	0	32	3	0.210526315789474	0.539823786440993	0.439777325625269	1317.37308727	392.27
"65"	100	29	0.470443349753695	382	0.00577605459760326	3.35399866449388	0.801742524300344	13.1724137931034	13.1724137931034	13.1724137931034	0.103448275862069	0.0344827586206897	0.862068965517241	0.758620689655172	1	25	3	0.210526315789474	0.495954330615709	0.626587981579503	1442.96071817	103.9
"66"	100	25	0.463333333333333	278	0.0231287824848702	3.19412314548118	0.735462019315256	11.12	11.12	11.12	0.12	0.04	0.84	0.76	1	21	3	0.210526315789474	0.437368563976456	0.513624332035549	1610.677584	232.01
"67"	100	13	0.275641025641026	43	0.0543537047052461	1.92035742035742	0.205744197135382	3.30769230769231	3.30769230769231	3.30769230769231	0.307692307692308	0.0769230769230769	0.615384615384615	0.384615384615385	1	8	4	0.210526315789474	0.106783689322601	0.480570827637789	2557.06204303	293.49
"68"	100	26	0.372307692307692	242	0	2.83411786892819	0.52148423121977	9.30769230769231	9.30769230769231	9.30769230769231	0.153846153846154	0.0384615384615385	0.807692307692308	0.615384615384615	1	21	4	0.210526315789474	0.434361341862845	0.58215584880701	1619.28653284	142.51
"69"	100	25	0.436666666666667	262	0.0393474760204438	3.52375702914511	1.0081695879624	10.48	10.48	10.48	0.12	0.04	0.84	0.76	1	21	3	0.210526315789474	0.468545284109276	0.686653524015278	1521.42618238	67.78
"70"	100	33	0.46780303030303	494	0.0268039465771438	3.49956544675604	0.871455658326511	14.969696969697	14.969696969697	14.969696969697	0.0909090909090909	0	0.909090909090909	0.757575757575758	0	30	3	0.210526315789474	0.603959142129347	0.527405724585472	1133.76909159	210.35
"71"	100	31	0.491397849462366	457	0.00526446725356922	3.48669274681675	0.873010037531344	14.741935483871	14.741935483871	14.741935483871	0.0967741935483871	0	0.903225806451613	0.774193548387097	0	28	3	0.210526315789474	0.503648767605412	0.465988553396764	1420.93340795	325.56
"72"	100	26	0.384615384615385	250	0.0717319032250236	2.79516400307996	0.471574974856024	9.61538461538461	9.61538461538461	9.61538461538461	0.115384615384615	0	0.884615384615385	0.653846153846154	0	23	3	0.210526315789474	0.43032836935037	0.820685799991493	1630.83195673	26.13
"73"	100	6	0.266666666666667	8	0	1.5	0.333333333333333	1.33333333333333	1.33333333333333	1.33333333333333	0.166666666666667	0	0.5	0	0	3	1	0.210526315789474	0.0782403193448744	0.663556262026274	2638.77480071	79.88
"74"	100	17	0.375	102	0.0668934240362812	2.53087643620418	0.372124341871531	6	6	6	0.176470588235294	0	0.823529411764706	0.588235294117647	0	14	3	0.210526315789474	0.215079289076558	0.634464617426948	2247.03796012	98.24
"75"	100	25	0.498333333333333	299	0.0427315689981096	3.31685631193561	0.823910450947941	11.96	11.96	11.96	0.12	0	0.88	0.76	0	22	3	0.210526315789474	0.420422167881119	0.68016679500345	1659.19101317	70.98
"76"	100	29	0.399014778325123	324	0	2.81725982451095	0.458526585876084	11.1724137931034	11.1724137931034	11.1724137931034	0.103448275862069	0	0.896551724137931	0.586206896551724	0	26	3	0.210526315789474	0.651159737017856	0.63393601411875	998.645216046	98.61
"77"	100	29	0.475369458128079	386	0.0222277777777778	3.43457445684137	0.899545246602786	13.3103448275862	13.3103448275862	13.3103448275862	0.103448275862069	0	0.896551724137931	0.724137931034483	0	26	3	0.210526315789474	0.474368449649799	0.59840257235145	1504.75586927	126.96
"78"	100	25	0.375	225	0.0960095699432891	2.73889555359801	0.491507060695501	9	9	9	0.12	0	0.88	0.64	0	22	3	0.210526315789474	0.436279421486182	0.573461130954433	1613.79553526	151.6
"79"	100	38	0.482930298719772	679	0.00551402396735545	3.83029256992669	1.16906099205644	17.8684210526316	17.8684210526316	17.8684210526316	0.105263157894737	0.0263157894736842	0.868421052631579	0.763157894736842	1	33	4	0.210526315789474	0.490632018756805	0.274885142395187	1458.19720845	1267.24
"80"	100	29	0.524630541871921	426	0.0359755095332017	3.78962571066544	1.19561684158092	14.6896551724138	14.6896551724138	14.6896551724138	0.103448275862069	0	0.896551724137931	0.758620689655172	0	26	3	0.210526315789474	0.516652386108593	0.561049091624372	1383.70719645	165.59
"81"	100	30	0.445977011494253	388	0	3.8495825819901	1.33418412725964	12.9333333333333	12.9333333333333	12.9333333333333	0.1	0	0.9	0.766666666666667	0	27	3	0.210526315789474	0.504744512938367	0.613728290977163	1417.79655435	113.85
"82"	100	4	0.166666666666667	2	0	1.125	0.15625	0.5	0.5	0.5	0.25	0.25	0	0	1	0	1	0.210526315789474	0.0926236155953276	0.536447418080738	2597.59890585	197.25
"83"	100	29	0.491379310344828	399	0	3.76401138169831	1.20901708027851	13.7586206896552	13.7586206896552	13.7586206896552	0.103448275862069	0	0.896551724137931	0.793103448275862	0	26	3	0.210526315789474	0.484341754589625	0.530692672650712	1476.20471184	205.49
"84"	100	37	0.500750750750751	667	0	3.51588007428643	0.943364281308854	18.027027027027	18.027027027027	18.027027027027	0.0810810810810811	0.027027027027027	0.891891891891892	0.783783783783784	1	33	3	0.210526315789474	0.621848348375394	0.507203338842504	1082.55662522	242.85
"85"	100	24	0.490942028985507	271	0.0379122033186305	3.40089864578181	0.864347209538391	11.2916666666667	11.2916666666667	11.2916666666667	0.125	0	0.875	0.666666666666667	0	21	3	0.210526315789474	0.525290201061606	0.707742918109485	1358.97922352	58.34
"86"	100	34	0.485739750445633	545	0	3.68337370399159	1.07115492362876	16.0294117647059	16.0294117647059	16.0294117647059	0.0882352941176471	0	0.911764705882353	0.823529411764706	0	31	3	0.210526315789474	0.500926904977548	0.470108355964348	1428.72544167	316.16
"87"	100	33	0.410037878787879	433	0.0164081460377756	3.14884308337241	0.696193904198328	13.1212121212121	13.1212121212121	13.1212121212121	0.0909090909090909	0	0.909090909090909	0.787878787878788	0	30	3	0.210526315789474	0.542224082057396	0.611717187100545	1310.50162205	115.49
"88"	100	22	0.402597402597403	186	0.038749035493827	3.3310138825129	0.975844186834806	8.45454545454546	8.45454545454546	8.45454545454546	0.136363636363636	0.0454545454545455	0.818181818181818	0.681818181818182	1	18	3	0.210526315789474	0.54950886350022	0.603856487013136	1289.64705648	122.13
"89"	100	31	0.520430107526882	484	0.00520693361999459	3.53887382211775	0.995431868726252	15.6129032258065	15.6129032258065	15.6129032258065	0.0967741935483871	0.032258064516129	0.870967741935484	0.774193548387097	1	27	3	0.210526315789474	0.626548764832416	0.685167699660587	1069.10047091	68.5
"90"	100	27	0.43019943019943	302	0.0153708793613557	2.97141571233293	0.680028098663976	11.1851851851852	11.1851851851852	11.1851851851852	0.148148148148148	0	0.851851851851852	0.666666666666667	0	23	4	0.210526315789474	0.400451363761994	0.664829448912595	1716.36259028	79.16
"91"	100	35	0.489075630252101	582	0.00419760977193417	3.50206360438264	0.914789632143164	16.6285714285714	16.6285714285714	16.6285714285714	0.0857142857142857	0	0.914285714285714	0.771428571428571	0	32	3	0.210526315789474	0.491992657562592	0.445382870094377	1454.30202897	376.94
"92"	100	33	0.415719696969697	439	0	3.05428548702575	0.607052290394844	13.3030303030303	13.3030303030303	13.3030303030303	0.0909090909090909	0	0.909090909090909	0.696969696969697	0	30	3	0.210526315789474	0.598544144440913	0.519598068165106	1149.27091896	222.36
"93"	100	13	0.378205128205128	59	0.0484297520661157	2.27798763736264	0.276647566053856	4.53846153846154	4.53846153846154	4.53846153846154	0.230769230769231	0.0769230769230769	0.692307692307692	0.538461538461538	1	9	3	0.210526315789474	0.153423346327312	0.456107525708413	2423.54399684	349.26
"94"	100	27	0.471509971509972	331	0.0247775580820562	3.76679835731424	1.28051803765436	12.2592592592593	12.2592592592593	12.2592592592593	0.111111111111111	0	0.888888888888889	0.666666666666667	0	24	3	0.210526315789474	0.552450346415103	0.715013914319138	1281.22630305	55.4
"95"	100	32	0.520161290322581	516	0.0220271839355235	4.05554614031157	1.38825550790269	16.125	16.125	16.125	0.09375	0	0.90625	0.71875	0	29	3	0.210526315789474	0.627450561354167	0.709929072212326	1066.5188458	57.44
"96"	100	32	0.414314516129032	411	0	2.92218740475988	0.539431640199117	12.84375	12.84375	12.84375	0.125	0	0.875	0.6875	0	28	4	0.210526315789474	0.654207908664193	0.587321239154781	989.919038608	137.37
"97"	100	37	0.381381381381381	508	0	3.02695505345377	0.629521543695893	13.7297297297297	13.7297297297297	13.7297297297297	0.0810810810810811	0	0.918918918918919	0.72972972972973	0	34	3	0.210526315789474	0.759017107666474	0.431596058926217	689.875676966	415.77
"98"	100	44	0.456659619450317	864	0.00906035502958591	3.82328495392037	1.24118907374408	19.6363636363636	19.6363636363636	19.6363636363636	0.0681818181818182	0	0.931818181818182	0.772727272727273	0	41	3	0.210526315789474	0.698693014415956	0.368519185789649	862.568951022	651.13
"99"	100	47	0.437095282146161	945	0.0049758066273857	3.58545243784513	1.00940573285652	20.1063829787234	20.1063829787234	20.1063829787234	0.0638297872340425	0	0.936170212765957	0.74468085106383	0	44	3	0.210526315789474	0.695353380643113	0.379772808101669	872.129513963	601.05
"100"	100	42	0.416957026713124	718	0.0282361202461864	3.12930162441722	0.626751410582176	17.0952380952381	17.0952380952381	17.0952380952381	0.0714285714285714	0	0.928571428571429	0.714285714285714	0	39	3	0.210526315789474	0.975993528557281	0.580761660944674	68.7247155918	143.93
"101"	100	28	0.391534391534392	296	0.0241309968399886	2.98696786788636	0.686696063959125	10.5714285714286	10.5714285714286	10.5714285714286	0.107142857142857	0	0.892857142857143	0.642857142857143	0	25	3	0.210526315789474	0.709607539602572	0.633523088069136	831.323307902	98.9
"102"	100	40	0.507692307692308	792	0.0120062903634021	3.98240846399912	1.28094406892274	19.8	19.8	19.8	0.075	0	0.925	0.8	0	37	3	0.210526315789474	0.727823768684702	0.307947040381409	779.174654327	1001.72
"103"	100	32	0.471774193548387	468	0	3.34663528344583	0.886147907303445	14.625	14.625	14.625	0.125	0.03125	0.84375	0.71875	1	27	4	0.210526315789474	0.753196930746129	0.560532044541425	706.53743438	166.2
"104"	100	39	0.508771929824561	754	0.00945853169550906	3.84116867562731	1.18482759652657	19.3333333333333	19.3333333333333	19.3333333333333	0.0769230769230769	0	0.923076923076923	0.794871794871795	0	36	3	0.210526315789474	0.782364009712564	0.398664068087775	623.03914887	525.49
"105"	100	31	0.466666666666667	434	0.0119922688671687	3.42781745639217	0.978113696716596	14	14	14	0.129032258064516	0	0.870967741935484	0.645161290322581	0	27	4	0.210526315789474	0.791025812800298	0.589810073289256	598.242503718	134.96
"106"	100	39	0.479082321187584	710	0.00684222709385757	3.42347744005424	0.877701641231305	18.2051282051282	18.2051282051282	18.2051282051282	0.0769230769230769	0	0.923076923076923	0.769230769230769	0	36	3	0.210526315789474	0.776405670244471	0.417512148699977	640.096432208	459.57
"107"	100	42	0.457607433217189	788	0.0227524543276046	3.77209358990185	1.15296696457417	18.7619047619048	18.7619047619048	18.7619047619048	0.0714285714285714	0	0.928571428571429	0.714285714285714	0	39	3	0.210526315789474	0.857036871267507	0.581565068058396	409.268825104	143.11
