"Site"	"n"	"L"	"C"	"Modularity"	"Mean_trophic_level"	"Mean_Omnivory_Index"	"Richesse_spe"	"Links_per_species"	"indegree"	"outdegree"	"Percentage_basal"	"Percentage_top"	"Percentage_intermediate"	"Omnivory"	"S_Top"	"S_intermediate"	"S_Basal"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"	"Acilius spp."	"Aeshnidae"	"Anguille"	"Anisoptere"	"Asellus aquaticus"	"Bivalve"	"Brochet"	"Carpe"	"Chironomide"	"Colymbetes spp."	"Corises"	"Crapaud commun"	"Crevette spp."	"Culicidae"	"Cybister spp."	"Dytique"	"Dytiscus spp."	"Ecrevisse de Louisiane"	"Ephemere"	"Epinoche"	"Gambusie"	"Gammare spp."	"Gardon"	"Gasteropode spp."	"Gerridae"	"Glossiphonie"	"Graphoderus spp."	"Grenouille agile"	"Grenouille verte"	"Gyrinidae"	"Hirudinea"	"Hydrochara spp."	"Hydrometridae"	"Hydrophilidae"	"Hygrobia hermanni"	"Libellulidae"	"Limnee"	"Naucoridae"	"Nepidae"	"Notonecta glauca"	"Pelodyte ponctue"	"Perche franche"	"Perche-soleil"	"Physe"	"Poisson-chat"	"Rainette verte"	"Ranatre"	"Rotengle"	"Salamandre tachetee"	"Tanche"	"Trichoptere"	"Triton marbre"	"Triton palme"	"Zygoptere"	"Phytoplankton"	"Zooplankton"	"Detritus"	"Macrophyte"
"63"	"33"	18	121	0.373456790123457	0	2.57674998479596	0.385209195172442	18	6.72222222222222	6.72222222222222	6.72222222222222	0.166666666666667	0.0555555555555556	0.777777777777778	0.555555555555556	1	14	3	"Mes"	0.185313346	0.293369397	0.215508253	0.192990664	859.1550699	5	"intermediaire"	83.37	392.27	24.94	0.85	1	1	"Permanent"	"Recreationnel"	NA	1317.37308727	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"64"	"33bis"	12	61	0.423611111111111	0	2.56712962962963	0.495530005072587	12	5.08333333333333	5.08333333333333	5.08333333333333	0.25	0	0.75	0.666666666666667	0	9	3	"Mes"	0.273825854	0.363444244	0.155115501	0.088646913	665.7462595	4	"beaucoup"	43.17	103.9	10.85	0.5	0	0	"Temporaire"	"Agricole"	NA	1442.96071817	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"
"65"	"34"	22	257	0.53099173553719	0	3.87107583774251	1.21040119840525	22	11.6818181818182	11.6818181818182	11.6818181818182	0.136363636363636	0.0454545454545455	0.818181818181818	0.818181818181818	1	18	3	"Mes"	0.10290515	0.309730271	0.372401198	0.020408089	1839.419689	4	"intermediaire"	58.49	232.01	13.59	0.65	0	0	"Permanent"	"Agricole"	NA	1610.677584	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"66"	"35"	13	73	0.431952662721893	0	2.80239969433964	0.735489116127326	13	5.61538461538461	5.61538461538461	5.61538461538461	0.230769230769231	0.0769230769230769	0.692307692307692	0.615384615384615	1	9	3	"Mes"	0.218539283	0.134214607	0.331198066	0.019596365	988.9920965	2	"peu"	72.83	293.49	24.52	0.8	1	1	NA	"Agricole"	NA	2557.06204303	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"67"	"36"	22	245	0.506198347107438	0.0157517577068686	3.58704183171887	1.08490356767422	22	11.1363636363636	11.1363636363636	11.1363636363636	0.136363636363636	0	0.863636363636364	0.772727272727273	0	19	3	"Mes"	0.054162301	0.341833208	0.435338545	0.017120198	1756.126562	4	"beaucoup"	49	142.51	9.93	1	0	0	"Permanent"	"Agricole"	NA	1619.28653284	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"68"	"37"	24	307	0.532986111111111	0	3.66122591453277	1.09374547060547	24	12.7916666666667	12.7916666666667	12.7916666666667	0.125	0.0416666666666667	0.833333333333333	0.791666666666667	1	20	3	"Mes"	0.115170566	0.332416109	0.371669102	0.045164678	1803.778139	4	"intermediaire"	38.28	67.78	19.29	1.439442206	0	1	"Permanent"	"Agricole"	NA	1521.42618238	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"69"	"38"	10	32	0.32	0	2.10875	0.303838324652778	10	3.2	3.2	3.2	0.3	0.1	0.6	0.6	1	6	3	"Mes"	0.118006425	0.383099682	0.104540994	0.181872478	1265.643042	3	"beaucoup"	57.55	210.35	25.99	0.7	1	1	"Permanent"	"Recreationnel"	NA	1133.76909159	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"70"	"38bis"	13	65	0.384615384615385	0.0913999999999998	2.49530956848031	0.447619447113796	13	5	5	5	0.230769230769231	0	0.769230769230769	0.538461538461538	0	10	3	"Mes"	0.256366385	0.333344304	0.175716049	0.094300302	757.4778301	4	"beaucoup"	87.39	325.56	32.62	0.95	0	0	"Permanent"	"Recreationnel"	NA	1420.93340795	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"71"	"39"	12	58	0.402777777777778	0.0849382716049383	2.52218614718615	0.525993410856269	12	4.83333333333333	4.83333333333333	4.83333333333333	0.25	0	0.75	0.666666666666667	0	9	3	"Mes"	0.081507924	0.315392475	0.407237621	0.018342367	1701.446471	4	"beaucoup"	19.17	26.13	7.13	0.25	0	0	"Temporaire"	"Agricole"	NA	1630.83195673	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"72"	"4"	16	123	0.48046875	0	3.07291666666667	0.720660369516395	16	7.6875	7.6875	7.6875	0.1875	0	0.8125	0.75	0	13	3	"Mes"	0.092529953	0.489908141	0.310008713	0.060420786	1831.83659	2	"beaucoup"	36.36	79.88	9.93	0.55	1	0	"Temporaire"	"Agricole"	NA	2638.77480071	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"73"	"40"	11	48	0.396694214876033	0.125904010519395	2.29403409090909	0.455095563616071	11	4.36363636363636	4.36363636363636	4.36363636363636	0.272727272727273	0	0.727272727272727	0.636363636363636	0	8	3	"Mes"	0.062835966	0.501599336	0.195574431	0.103393219	2497.328983	2	"beaucoup"	40.58	98.24	12.68	0.55	1	0	"Temporaire"	"Agricole"	NA	2247.03796012	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"74"	"43"	12	54	0.375	0.0694444444444445	2.48967633928572	0.515442672331495	12	4.5	4.5	4.5	0.25	0	0.75	0.583333333333333	0	9	3	"Mes"	0.006181293	0.387394047	0.171959087	0.360483967	1934.128216	2	"beaucoup"	36.52	70.98	15.38	0.6	0	0	"Permanent"	"Recreationnel"	NA	1659.19101317	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"75"	"44"	20	224	0.56	0	4.08214177185196	1.45214630018043	20	11.2	11.2	11.2	0.15	0	0.85	0.8	0	17	3	"Briere"	0.097532439	0.595818268	0.112220236	0.099720366	1692.563192	1	"beaucoup"	39.38	98.61	8.53	0.8	0	0	"Temporaire"	"Agricole"	80	998.645216046	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"76"	"45"	25	375	0.6	0	4.51453863761022	1.72751597768369	25	15	15	15	0.12	0	0.88	0.84	0	22	3	"Mes"	0.116037877	0.779571952	0.019469897	0.038006224	1287.038568	0	"intermediaire"	52.98	126.96	14.04	1.5	0	1	"Permanent"	"Agricole"	NA	1504.75586927	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"77"	"46"	23	303	0.572778827977316	0	4.10039048534285	1.46714107976912	23	13.1739130434783	13.1739130434783	13.1739130434783	0.130434782608696	0	0.869565217391304	0.782608695652174	0	20	3	"Mes"	0.164305164	0.570515917	0.077634522	0.117176654	1867.143049	3	"beaucoup"	47.64	151.6	10.85	1.15	0	0	"Permanent"	"Agricole"	NA	1613.79553526	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"78"	"47"	9	25	0.308641975308642	0.197542533081285	1.89254385964912	0.320063892522486	9	2.77777777777778	2.77777777777778	2.77777777777778	0.333333333333333	0	0.666666666666667	0.555555555555556	0	6	3	"Mes"	0.107896424	0.489756675	0.149044149	0.16448798	2299.404655	9	"peu"	141.13	1267.24	25.21	3.583260922	1	1	"Permanent"	"Recreationnel"	NA	1458.19720845	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"79"	"48"	33	473	0.434343434343434	0.0251577068042055	3.16983508508667	0.662899598099449	33	14.3333333333333	14.3333333333333	14.3333333333333	0.0909090909090909	0	0.909090909090909	0.696969696969697	0	30	3	"Mes"	0.119831247	0.58450692	0.1191825	0.087960801	2266.087036	6	"beaucoup"	52.57	165.59	13.13	1	0	0	"Permanent"	"Agricole"	NA	1383.70719645	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"80"	"49"	14	93	0.474489795918367	0	2.90211038961039	0.726882661333301	14	6.64285714285714	6.64285714285714	6.64285714285714	0.214285714285714	0	0.785714285714286	0.714285714285714	0	11	3	"Mes"	0.05575988	0.339743097	0.265239848	0.196448932	2104.969508	9	"peu"	44.82	113.85	34.02	5.697549495	1	0	"Permanent"	"Agricole"	NA	1417.79655435	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"81"	"5"	18	157	0.484567901234568	0	3.18770417183271	0.796418763704609	18	8.72222222222222	8.72222222222222	8.72222222222222	0.166666666666667	0.0555555555555556	0.777777777777778	0.777777777777778	1	14	3	"Mes"	0.017883039	0.302041602	0.360782171	0.260547017	899.3700041	0	"peu"	58.13	197.25	20.97	1.1	1	1	"Permanent"	"Recreationnel"	NA	2597.59890585	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"82"	"50"	8	22	0.34375	0.126038781163435	1.9243119266055	0.361717500631259	8	2.75	2.75	2.75	0.375	0	0.625	0.5	0	5	3	"Mes"	0.01671099	0.295789566	0.310515821	0.254551349	1823.702148	8	"peu"	55.94	205.49	26.57	1.3	0	1	"Permanent"	"Recreationnel"	NA	1476.20471184	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"83"	"51"	9	32	0.395061728395062	0	2.40866290018832	0.673103209900187	9	3.55555555555556	3.55555555555556	3.55555555555556	0.333333333333333	0	0.666666666666667	0.555555555555556	0	6	3	"Mes"	0.111113886	0.428607238	0.330418122	0.041454212	1932.876678	1	"peu"	72.49	242.85	13.59	0.75	0	1	"Permanent"	"Recreationnel"	100	1082.55662522	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"84"	"52"	14	84	0.428571428571429	0.0500780437044746	2.86038961038961	0.681837628344069	14	6	6	6	0.214285714285714	0	0.785714285714286	0.571428571428571	0	11	3	"Mes"	0.064351325	0.354559689	0.281657616	0.142964893	2384.494517	9	"peu"	31.19	58.34	18	0.6	0	0	"Temporaire"	"Agricole"	NA	1358.97922352	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"
"85"	"53"	10	39	0.39	0	2.25579399141631	0.468061156120841	10	3.9	3.9	3.9	0.3	0	0.7	0.6	0	7	3	"Mes"	0.020510329	0.268215824	0.347111896	0.228160838	1927.557859	9	"beaucoup"	78.19	316.16	11.65	2.290107947	0	0	"Permanent"	"Recreationnel"	NA	1428.72544167	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"
"86"	"54"	10	37	0.37	0	2.14166666666667	0.380605158730159	10	3.7	3.7	3.7	0.3	0	0.7	0.6	0	7	3	"Mes"	0.088139313	0.196972222	0.449751387	0.103380649	2193.17274	8	"peu"	51.99	115.49	8.53	0.55	1	0	"Temporaire"	"Recreationnel"	NA	1310.50162205	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"87"	"55"	7	14	0.285714285714286	0.201183431952663	1.61180124223603	0.23345373120893	7	2	2	2	0.428571428571429	0	0.571428571428571	0.285714285714286	0	4	3	"Mes"	0.084877782	0.251826516	0.393116254	0.11646471	2334.67048	9	"peu"	48.75	122.13	18.86	0.75	0	1	"Permanent"	"Recreationnel"	NA	1289.64705648	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"88"	"56"	24	271	0.470486111111111	0.0103478523066802	3.42245656584013	0.920973878051301	24	11.2916666666667	11.2916666666667	11.2916666666667	0.125	0.0416666666666667	0.833333333333333	0.708333333333333	1	20	3	"Briere"	0.09127056	0.509010589	0.125233646	0.176536099	1384.015288	1	"beaucoup"	34.18	68.5	18	1.15	0	0	"Temporaire"	"Agricole"	0	1069.10047091	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"89"	"57"	11	52	0.429752066115702	0	2.65340909090909	0.635592736015912	11	4.72727272727273	4.72727272727273	4.72727272727273	0.272727272727273	0	0.727272727272727	0.636363636363636	0	8	3	"Mes"	0.077692708	0.654164266	0.149788681	0.054658416	1568.065414	1	"beaucoup"	35.64	79.16	16.04	0.8	0	0	"Temporaire"	"Agricole"	NA	1716.36259028	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"90"	"58"	19	171	0.473684210526316	0	3.35646943936418	0.872640133304068	19	9	9	9	0.157894736842105	0.0526315789473684	0.789473684210526	0.789473684210526	1	15	3	"Mes"	0.001054333	0.301622116	0.546689771	0.051774008	1148.705841	5	"peu"	51.24	376.94	26.28	0.75	0	1	"Permanent"	"Agricole"	NA	1454.30202897	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"91"	"59"	7	17	0.346938775510204	0	1.8127600554785	0.372115993159447	7	2.42857142857143	2.42857142857143	2.42857142857143	0.428571428571429	0	0.571428571428571	0.428571428571429	0	4	3	"Mes"	0.166218033	0.059907839	0.464181188	0.102714284	1938.138123	8	"peu"	79.21	222.36	21.8	1.35	0	1	"Permanent"	"Agricole"	NA	1149.27091896	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"92"	"6"	14	91	0.464285714285714	0	2.93181818181819	0.670629919788947	14	6.5	6.5	6.5	0.214285714285714	0	0.785714285714286	0.714285714285714	0	11	3	"Mes"	0.058426737	0.573422984	0.183293092	0.087877229	1319.459324	2	"peu"	73.6	349.26	10.62	1.367680847	1	1	"Permanent"	"Recreationnel"	NA	2423.54399684	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"93"	"60"	10	36	0.36	0	2.71551724137931	0.660027744748315	10	3.6	3.6	3.6	0.3	0.1	0.6	0.6	1	6	3	"Mes"	0.12280649	0.127804598	0.455882422	0.10390656	1927.645657	1	"beaucoup"	29.67	55.4	19.93	0.65	1	1	"Permanent"	"Recreationnel"	NA	1281.22630305	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"94"	"61"	11	52	0.429752066115702	0	2.69318181818182	0.621044585237294	11	4.72727272727273	4.72727272727273	4.72727272727273	0.272727272727273	0	0.727272727272727	0.636363636363636	0	8	3	"Briere"	0.245805073	0.049493799	0.49099538	0.046953768	1394.1918	3	"beaucoup"	33.24	57.44	25.41	0.9	0	0	NA	"Agricole"	NA	1066.5188458	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"
